"rank","product_name","total_revenue"
"264","Product_422","453696.95"
"265","Product_273","453452.59"
"266","Product_1030","453451.94"
"267","Product_875","453373.52"
"268","Product_1253","453221.70"
"269","Product_972","453218.82"
"270","Product_286","453170.75"
"271","Product_1498","453155.24"
"272","Product_576","453124.79"
"273","Product_901","452912.01"
"274","Product_1297","452730.31"
"275","Product_1328","452454.42"
"276","Product_401","452073.16"
"277","Product_708","451998.73"
"278","Product_431","451904.39"
"279","Product_1736","451895.97"
"280","Product_438","451709.43"
"281","Product_609","451525.97"
"282","Product_89","451484.99"
"283","Product_1436","451380.23"
"284","Product_1435","451341.89"
"285","Product_1534","451320.89"
"286","Product_8","451284.61"
"287","Product_1366","450928.87"
"288","Product_1284","450896.03"
"289","Product_1531","450886.61"
"290","Product_1350","450781.71"
"291","Product_296","450738.90"
"292","Product_1148","450729.51"
"293","Product_404","450543.71"
"294","Product_357","450533.13"
"295","Product_1377","450280.48"
"296","Product_1985","450197.71"
"297","Product_1689","450127.59"
"298","Product_57","450102.50"
"299","Product_537","449997.81"
"300","Product_442","449991.71"
"301","Product_1138","449983.62"
"302","Product_32","449885.88"
"303","Product_1622","449647.03"
"304","Product_813","449387.32"
"305","Product_1295","449264.06"
"306","Product_925","449212.41"
"307","Product_1065","449046.93"
"308","Product_1048","448611.41"
"309","Product_1949","448610.66"
"310","Product_1592","448545.59"
"311","Product_341","448527.98"
"312","Product_549","448460.55"
"313","Product_330","448384.93"
"314","Product_400","448314.50"
"315","Product_532","448223.69"
"316","Product_304","448193.85"
"317","Product_1990","448153.73"
"318","Product_854","447865.65"
"319","Product_562","447862.16"
"320","Product_836","447698.73"
"321","Product_926","447612.73"
"322","Product_1714","447508.83"
"323","Product_1911","447488.04"
"324","Product_928","447202.95"
"325","Product_437","447153.86"
"326","Product_1479","446929.16"
"327","Product_1260","446908.46"
"328","Product_1180","446849.47"
"329","Product_548","446637.05"
"330","Product_242","446617.85"
"331","Product_1917","446580.29"
"332","Product_476","446485.29"
"333","Product_1107","446411.02"
"334","Product_943","446384.00"
"335","Product_1147","446365.28"
"336","Product_1368","446346.79"
"337","Product_1809","446272.09"
"338","Product_583","445907.25"
"339","Product_1701","445828.27"
"340","Product_1854","445630.86"
"341","Product_360","445630.53"
"342","Product_217","445466.78"
"343","Product_1685","444974.02"
"344","Product_1317","444940.99"
"345","Product_1302","444844.58"
"346","Product_1653","444819.42"
"347","Product_1737","444765.39"
"348","Product_1499","444705.55"
"349","Product_1370","444606.40"
"350","Product_998","444459.11"
"351","Product_479","444318.57"
"352","Product_1673","444236.32"
"353","Product_1325","444140.77"
"354","Product_1309","444115.34"
"355","Product_243","444069.20"
"356","Product_1510","444032.31"
"357","Product_278","443969.42"
"358","Product_1848","443889.77"
"359","Product_1110","443871.30"
"360","Product_1915","443842.13"
"361","Product_625","443765.45"
"362","Product_9","443637.77"
"363","Product_866","443447.89"
"364","Product_125","443180.55"
"365","Product_1967","443158.13"
"366","Product_865","443147.89"
"367","Product_466","443059.10"
"368","Product_1661","443042.28"
"369","Product_1319","442853.53"
"370","Product_1786","442752.80"
"371","Product_17","442709.17"
"372","Product_363","442696.36"
"373","Product_1234","442595.79"
"374","Product_192","442554.31"
"375","Product_1217","442550.81"
"376","Product_1125","442493.67"
"377","Product_1758","442434.47"
"378","Product_783","442363.17"
"379","Product_1252","442315.94"
"380","Product_1801","442279.46"
"381","Product_1804","442196.31"
"382","Product_137","442116.73"
"383","Product_1943","442076.43"
"384","Product_1198","442072.97"
"385","Product_1855","441856.60"
"386","Product_850","441826.79"
"387","Product_1223","441810.16"
"388","Product_579","441698.24"
"389","Product_807","441668.21"
"390","Product_1006","441572.63"
"391","Product_1206","441476.56"
"392","Product_1323","441452.86"
"393","Product_1981","441406.36"
"394","Product_1419","441377.02"
"395","Product_1388","441328.63"
"396","Product_235","441117.01"
"397","Product_1010","440992.30"
"398","Product_785","440985.73"
"399","Product_1221","440963.71"
"400","Product_1390","440954.19"
"401","Product_187","440920.73"
"402","Product_254","440846.33"
"403","Product_378","440827.93"
"404","Product_1141","440806.06"
"405","Product_1438","440651.75"
"406","Product_1559","440569.38"
"407","Product_59","440493.22"
"408","Product_1628","440411.41"
"409","Product_1952","440341.34"
"410","Product_1070","440138.30"
"411","Product_26","440135.16"
"412","Product_1641","440131.13"
"413","Product_1324","440014.00"
"414","Product_1279","439765.24"
"415","Product_938","439765.02"
"416","Product_319","439716.02"
"417","Product_99","439667.04"
"418","Product_51","439659.54"
"419","Product_68","439632.57"
"420","Product_223","439627.91"
"421","Product_1743","439613.44"
"422","Product_1453","439610.99"
"423","Product_457","439384.82"
"424","Product_1163","439349.23"
"425","Product_331","439284.28"
"426","Product_1214","439219.91"
"427","Product_47","439216.81"
"428","Product_106","439105.91"
"429","Product_1204","439047.12"
"430","Product_453","438971.06"
"431","Product_87","438862.14"
"432","Product_1874","438860.79"
"433","Product_1711","438854.54"
"434","Product_1926","438780.68"
"435","Product_1763","438766.38"
"436","Product_1082","438745.79"
"437","Product_1009","438550.22"
"438","Product_1597","438543.99"
"439","Product_314","438487.32"
"440","Product_1572","438438.90"
"441","Product_1087","438437.00"
"442","Product_1937","438421.80"
"443","Product_237","438359.28"
"444","Product_1960","438322.46"
"445","Product_622","438257.34"
"446","Product_1866","438201.49"
"447","Product_1142","438098.27"
"448","Product_670","438031.99"
"449","Product_1011","437952.08"
"450","Product_368","437944.87"
"451","Product_1821","437888.01"
"452","Product_1506","437849.72"
"453","Product_324","437693.99"
"454","Product_352","437385.92"
"455","Product_592","437362.03"
"456","Product_930","437301.96"
"457","Product_1933","437272.26"
"458","Product_1503","436986.66"
"459","Product_1210","436967.04"
"460","Product_101","436966.90"
"461","Product_128","436897.88"
"462","Product_1682","436882.44"
"463","Product_811","436824.83"
"464","Product_1603","436818.85"
"465","Product_13","436775.45"
"466","Product_306","436705.56"
"467","Product_2000","436478.57"
"468","Product_1445","436385.15"
"469","Product_1691","436369.14"
"470","Product_1618","436332.59"
"471","Product_529","436291.56"
"472","Product_1811","436206.22"
"473","Product_22","436011.72"
"474","Product_1903","435976.06"
"475","Product_406","435937.61"
"476","Product_301","435840.77"
"477","Product_375","435567.50"
"478","Product_538","435426.42"
"479","Product_387","435419.01"
"480","Product_1946","435377.86"
"481","Product_1963","435366.80"
"482","Product_668","435244.98"
"483","Product_1136","435175.18"
"484","Product_1205","435121.09"
"485","Product_1724","434964.23"
"486","Product_328","434927.17"
"487","Product_1731","434810.50"
"488","Product_551","434773.56"
"489","Product_224","434749.29"
"490","Product_1357","434736.28"
"491","Product_793","434692.85"
"492","Product_994","434655.07"
"493","Product_470","434625.99"
"494","Product_1970","434425.66"
"495","Product_595","434398.55"
"496","Product_1021","434320.81"
"497","Product_335","434278.96"
"498","Product_421","434158.85"
"499","Product_596","434157.00"
"500","Product_600","434156.54"
"501","Product_1143","434132.15"
"502","Product_373","434126.04"
"503","Product_1244","434078.81"
"504","Product_1400","434069.73"
"505","Product_573","434023.26"
"506","Product_1676","433999.58"
"507","Product_1282","433936.87"
"508","Product_803","433825.81"
"509","Product_413","433817.17"
"510","Product_36","433744.71"
"511","Product_1525","433698.34"
"512","Product_1780","433697.06"
"513","Product_1425","433448.89"
"514","Product_332","433400.70"
"515","Product_386","433337.64"
"516","Product_1372","432946.74"
"517","Product_1296","432853.40"
"518","Product_193","432807.47"
"519","Product_1052","432723.55"
"520","Product_1322","432655.44"
"521","Product_423","432566.94"
"522","Product_303","432566.86"
"523","Product_1536","432254.94"
"524","Product_183","432193.62"
"525","Product_822","432166.79"
"526","Product_1987","432159.42"
"527","Product_1012","432149.56"
"528","Product_1535","432056.72"
"529","Product_1774","432009.86"
"530","Product_165","431994.27"
"531","Product_724","431926.73"
"532","Product_79","431769.79"
"533","Product_1750","431735.57"
"534","Product_922","431487.89"
"535","Product_155","431485.18"
"536","Product_743","431230.16"
"537","Product_1274","431144.77"
"538","Product_896","431069.61"
"539","Product_225","431055.31"
"540","Product_1429","431045.62"
"541","Product_1481","431043.44"
"542","Product_585","431035.36"
"543","Product_1728","431022.68"
"544","Product_1085","430728.31"
"545","Product_929","430659.85"
"546","Product_1808","430650.64"
"547","Product_727","430641.63"
"548","Product_1760","430629.97"
"549","Product_1635","430595.07"
"550","Product_794","430592.61"
"551","Product_1095","430535.01"
"552","Product_1822","430401.25"
"553","Product_564","430251.89"
"554","Product_1781","430235.60"
"555","Product_282","430176.07"
"556","Product_232","430097.36"
"557","Product_1726","430090.99"
"558","Product_1363","429927.56"
"559","Product_487","429924.18"
"560","Product_630","429892.97"
"561","Product_396","429876.86"
"562","Product_1883","429797.06"
"563","Product_227","429740.76"
"564","Product_495","429705.53"
"565","Product_631","429697.66"
"566","Product_1718","429574.59"
"567","Product_1663","429354.39"
"568","Product_867","429321.16"
"569","Product_1989","429315.27"
"570","Product_1551","429160.47"
"571","Product_1830","429015.17"
"572","Product_1833","428983.67"
"573","Product_1997","428970.59"
"574","Product_63","428902.63"
"575","Product_825","428676.78"
"576","Product_795","428594.28"
"577","Product_1376","428333.95"
"578","Product_612","428331.95"
"579","Product_379","428291.12"
"580","Product_1815","428282.26"
"581","Product_1849","428268.02"
"582","Product_1043","428201.63"
"583","Product_1105","428182.47"
"584","Product_539","428164.62"
"585","Product_1812","428073.83"
"586","Product_989","428041.43"
"587","Product_238","428035.21"
"588","Product_1769","428028.75"
"589","Product_1092","428012.13"
"590","Product_252","428010.35"
"591","Product_323","427790.42"
"592","Product_1553","427721.10"
"593","Product_118","427674.36"
"594","Product_741","427604.33"
"595","Product_892","427550.00"
"596","Product_862","427511.97"
"597","Product_946","427457.28"
"598","Product_1354","427434.41"
"599","Product_1224","427378.79"
"600","Product_120","427300.15"
"601","Product_161","427228.11"
"602","Product_1179","427066.25"
"603","Product_1403","427062.37"
"604","Product_1501","427032.90"
"605","Product_85","426949.86"
"606","Product_280","426868.50"
"607","Product_410","426859.94"
"608","Product_686","426766.05"
"609","Product_1242","426672.00"
"610","Product_1028","426253.78"
"611","Product_1983","426250.44"
"612","Product_93","426223.61"
"613","Product_403","426164.15"
"614","Product_1331","426139.96"
"615","Product_337","425943.14"
"616","Product_851","425865.74"
"617","Product_659","425684.52"
"618","Product_1174","425611.27"
"619","Product_835","425571.25"
"620","Product_1814","425526.91"
"621","Product_1080","425510.62"
"622","Product_654","425455.14"
"623","Product_1681","425382.46"
"624","Product_990","425352.99"
"625","Product_92","425246.55"
"626","Product_565","424733.27"
"627","Product_1650","424719.60"
"628","Product_878","424622.90"
"629","Product_1574","424559.46"
"630","Product_1613","424479.95"
"631","Product_484","424475.84"
"632","Product_166","424450.30"
"633","Product_1927","424440.24"
"634","Product_259","424418.88"
"635","Product_1895","424368.00"
"636","Product_226","424361.17"
"637","Product_1942","424348.12"
"638","Product_518","424319.60"
"639","Product_1515","424279.77"
"640","Product_514","424265.35"
"641","Product_440","424252.76"
"642","Product_858","424193.74"
"643","Product_750","424193.63"
"644","Product_774","424097.81"
"645","Product_1002","424024.66"
"646","Product_177","423974.73"
"647","Product_76","423890.09"
"648","Product_1631","423759.38"
"649","Product_1537","423654.19"
"650","Product_425","423625.12"
"651","Product_608","423619.99"
"652","Product_1153","423500.44"
"653","Product_60","423459.05"
"654","Product_83","423330.85"
"655","Product_121","423300.32"
"656","Product_1916","423261.30"
"657","Product_427","423140.50"
"658","Product_1332","423139.88"
"659","Product_857","423088.92"
"660","Product_50","423067.64"
"661","Product_392","422976.70"
"662","Product_1734","422847.68"
"663","Product_1024","422821.03"
"664","Product_874","422714.39"
"665","Product_1433","422620.97"
"666","Product_729","422544.55"
"667","Product_1672","422538.26"
"668","Product_786","422513.08"
"669","Product_472","422437.19"
"670","Product_1900","422404.07"
"671","Product_209","422181.48"
"672","Product_1019","422026.67"
"673","Product_1522","421991.01"
"674","Product_1246","421947.23"
"675","Product_975","421926.32"
"676","Product_1805","421915.33"
"677","Product_1051","421913.70"
"678","Product_798","421797.72"
"679","Product_1966","421732.33"
"680","Product_284","421693.36"
"681","Product_1427","421646.06"
"682","Product_1557","421368.35"
"683","Product_1172","421348.28"
"684","Product_770","421122.87"
"685","Product_1544","421114.79"
"686","Product_672","421084.47"
"687","Product_1612","421068.73"
"688","Product_1838","421050.24"
"689","Product_5","420960.71"
"690","Product_641","420915.16"
"691","Product_432","420680.58"
"692","Product_599","420524.14"
"693","Product_48","420514.20"
"694","Product_606","420479.35"
"695","Product_1170","420392.80"
"696","Product_1449","420325.55"
"697","Product_969","420301.25"
"698","Product_633","420285.39"
"699","Product_371","420213.85"
"700","Product_868","420208.95"
"701","Product_272","420162.34"
"702","Product_1285","420146.73"
"703","Product_294","420089.45"
"704","Product_1240","420053.66"
"705","Product_921","419941.77"
"706","Product_1381","419901.85"
"707","Product_98","419893.13"
"708","Product_602","419828.20"
"709","Product_1564","419812.27"
"710","Product_1382","419772.60"
"711","Product_1195","419718.31"
"712","Product_21","419658.70"
"713","Product_696","419649.95"
"714","Product_290","419566.65"
"715","Product_214","419478.12"
"716","Product_1310","419404.33"
"717","Product_1193","419199.76"
"718","Product_446","419140.90"
"719","Product_736","419119.71"
"720","Product_372","419107.80"
"721","Product_424","419048.42"
"722","Product_169","418868.71"
"723","Product_52","418857.62"
"724","Product_344","418499.70"
"725","Product_1512","418492.64"
"726","Product_458","418391.25"
"727","Product_1560","418313.24"
"728","Product_1668","418146.65"
"729","Product_1677","418136.28"
"730","Product_711","418122.15"
"731","Product_1050","418090.37"
"732","Product_16","418074.80"
"733","Product_1314","418065.32"
"734","Product_269","418054.67"
"735","Product_1045","417979.08"
"736","Product_650","417959.61"
"737","Product_33","417944.81"
"738","Product_1077","417848.42"
"739","Product_1410","417841.09"
"740","Product_308","417812.97"
"741","Product_953","417735.17"
"742","Product_574","417684.87"
"743","Product_1973","417647.13"
"744","Product_6","417626.93"
"745","Product_710","417585.78"
"746","Product_430","417508.01"
"747","Product_1208","417362.50"
"748","Product_1975","417351.36"
"749","Product_1114","417322.55"
"750","Product_1173","417278.68"
"751","Product_1461","417244.13"
"752","Product_1090","417189.50"
"753","Product_679","417182.76"
"754","Product_1646","417179.80"
"755","Product_1877","417111.14"
"756","Product_861","417036.22"
"757","Product_1892","417036.20"
"758","Product_796","416988.38"
"759","Product_707","416983.75"
"760","Product_715","416933.83"
"761","Product_577","416752.23"
"762","Product_1980","416642.29"
"763","Product_108","416549.91"
"764","Product_1226","416378.99"
"765","Product_535","416345.54"
"766","Product_755","416340.71"
"767","Product_1184","416277.19"
"768","Product_122","416222.45"
"769","Product_1151","416182.19"
"770","Product_1845","416174.59"
"771","Product_1307","416099.64"
"772","Product_677","416032.00"
"773","Product_1362","416007.65"
"774","Product_506","415973.82"
"775","Product_1802","415960.58"
"776","Product_1996","415876.33"
"777","Product_1834","415856.97"
"778","Product_1886","415818.70"
"779","Product_980","415752.81"
"780","Product_61","415694.13"
"781","Product_605","415584.14"
"782","Product_722","415476.98"
"783","Product_236","415451.98"
"784","Product_1583","415350.09"
"785","Product_67","415325.15"
"786","Product_220","415248.65"
"787","Product_1969","415245.06"
"788","Product_691","415234.97"
"789","Product_616","415214.37"
"790","Product_65","415204.97"
"791","Product_197","415181.56"
"792","Product_1748","415040.40"
"793","Product_1018","415031.45"
"794","Product_1954","414990.55"
"795","Product_601","414917.73"
"796","Product_1374","414872.77"
"797","Product_533","414870.62"
"798","Product_213","414791.32"
"799","Product_911","414702.52"
"800","Product_78","414545.12"
"801","Product_627","414484.23"
"802","Product_759","414346.17"
"803","Product_1364","414333.94"
"804","Product_1754","414284.63"
"805","Product_1405","414249.19"
"806","Product_362","414177.75"
"807","Product_1199","414164.42"
"808","Product_527","414136.49"
"809","Product_1166","414134.97"
"810","Product_1371","414075.11"
"811","Product_90","413915.19"
"812","Product_621","413873.25"
"813","Product_1254","413735.92"
"814","Product_1327","413624.93"
"815","Product_1968","413593.85"
"816","Product_988","413570.54"
"817","Product_1439","413566.45"
"818","Product_591","413513.71"
"819","Product_1542","413323.77"
"820","Product_395","413187.62"
"821","Product_698","413139.55"
"822","Product_1230","413103.77"
"823","Product_109","413082.12"
"824","Product_818","413039.80"
"825","Product_1375","413012.85"
"826","Product_1953","413010.06"
"827","Product_905","412990.62"
"828","Product_1286","412879.27"
"829","Product_547","412857.84"
"830","Product_493","412851.04"
"831","Product_473","412787.31"
"832","Product_1248","412733.01"
"833","Product_1455","412732.10"
"834","Product_873","412721.46"
"835","Product_1741","412591.69"
"836","Product_1595","412496.52"
"837","Product_1825","412492.52"
"838","Product_1965","412473.10"
"839","Product_71","412469.34"
"840","Product_1717","412457.31"
"841","Product_917","412302.93"
"842","Product_553","412299.65"
"843","Product_751","412281.83"
"844","Product_1416","412175.85"
"845","Product_545","412130.11"
"846","Product_890","412035.11"
"847","Product_1017","411948.46"
"848","Product_1097","411925.87"
"849","Product_1577","411832.09"
"850","Product_571","411815.55"
"850","Product_1600","411815.55"
"852","Product_114","411781.57"
"853","Product_450","411683.72"
"854","Product_586","411662.55"
"855","Product_1690","411501.53"
"856","Product_415","411457.92"
"857","Product_1656","411441.88"
"858","Product_411","411436.74"
"859","Product_1617","411432.73"
"860","Product_690","411429.07"
"861","Product_604","411330.66"
"862","Product_699","411253.91"
"863","Product_780","411240.16"
"864","Product_515","411190.49"
"865","Product_580","411175.95"
"866","Product_1584","411054.26"
"867","Product_1175","410846.08"
"868","Product_1739","410815.82"
"869","Product_1318","410801.59"
"870","Product_1648","410801.03"
"871","Product_1732","410784.97"
"872","Product_692","410777.13"
"873","Product_1457","410726.51"
"874","Product_265","410684.82"
"875","Product_1958","410599.83"
"876","Product_258","410485.25"
"877","Product_1407","410467.92"
"878","Product_662","410462.24"
"879","Product_1444","410396.30"
"880","Product_966","410376.44"
"881","Product_1220","410365.69"
"882","Product_1293","410364.00"
"883","Product_716","410327.13"
"884","Product_1891","410226.90"
"885","Product_1273","410160.15"
"886","Product_1229","410128.24"
"887","Product_1276","410117.43"
"888","Product_164","409994.47"
"889","Product_1662","409942.80"
"890","Product_1288","409871.60"
"891","Product_417","409853.68"
"892","Product_714","409801.38"
"893","Product_1421","409747.15"
"894","Product_1683","409581.57"
"895","Product_1406","409541.96"
"896","Product_132","409528.74"
"897","Product_1486","409492.36"
"898","Product_412","409482.43"
"899","Product_1611","409463.21"
"900","Product_1137","409458.71"
"901","Product_1369","409376.24"
"902","Product_1287","409343.87"
"903","Product_1497","409314.13"
"904","Product_148","409298.71"
"905","Product_1162","409261.74"
"906","Product_1978","409248.38"
"907","Product_342","409239.65"
"908","Product_1014","409139.66"
"909","Product_718","409124.76"
"910","Product_587","409124.66"
"911","Product_1846","409053.81"
"912","Product_86","409026.28"
"913","Product_1471","408976.15"
"914","Product_3","408726.35"
"915","Product_1977","408639.72"
"916","Product_881","408546.32"
"917","Product_1191","408467.92"
"918","Product_1686","408434.67"
"919","Product_731","408411.09"
"920","Product_735","408376.15"
"921","Product_705","408312.25"
"922","Product_1860","408048.49"
"923","Product_1413","408031.87"
"924","Product_485","407986.27"
"925","Product_758","407927.81"
"926","Product_700","407925.15"
"927","Product_1872","407884.28"
"928","Product_1467","407883.20"
"929","Product_635","407853.63"
"930","Product_151","407841.44"
"931","Product_1797","407822.53"
"932","Product_81","407812.54"
"933","Product_160","407803.83"
"934","Product_1268","407789.76"
"935","Product_1738","407779.94"
"936","Product_1101","407765.02"
"937","Product_1442","407624.18"
"938","Product_1766","407572.07"
"939","Product_1694","407563.87"
"940","Product_719","407436.63"
"941","Product_1982","407427.65"
"942","Product_742","407337.91"
"943","Product_7","407324.49"
"944","Product_397","407021.12"
"945","Product_327","406949.27"
"946","Product_1277","406941.82"
"947","Product_19","406867.85"
"948","Product_420","406824.98"
"949","Product_196","406792.48"
"950","Product_1788","406758.30"
"951","Product_663","406677.40"
"952","Product_1241","406623.97"
"953","Product_350","406535.41"
"954","Product_298","406415.94"
"955","Product_1727","406408.79"
"956","Product_1864","406368.75"
"957","Product_287","406362.31"
"958","Product_394","406326.42"
"959","Product_1813","406290.31"
"960","Product_40","406226.60"
"961","Product_1005","406149.64"
"962","Product_1835","406139.79"
"963","Product_1394","405997.78"
