order_item_id,order_id,product_id,quantity,unit_price,discount_pct
336,14835,586,7,890.98,10
337,30195,1071,4,777.71,10
338,26682,1979,5,259.17,0
339,34173,224,6,55.8,10
340,83775,943,7,289.14,10
341,8604,1517,6,440.35,0
342,19787,1761,5,157.54,5
343,7634,1184,7,1083.61,15
344,88200,850,3,1223.28,5
345,67855,1269,2,184.7,15
346,17579,841,5,892.89,10
347,64596,889,6,1115.09,15
348,98072,128,5,1412.25,5
349,49676,1488,7,1201.0,0
350,58894,1998,6,263.05,20
351,66487,243,1,879.99,10
352,66700,400,4,469.26,0
353,13429,285,6,933.05,5
354,45508,369,3,500.22,20
355,49266,554,1,1422.86,10
356,96430,294,7,703.62,0
357,53387,874,4,12.98,5
358,82979,1664,5,330.36,5
359,42053,586,2,525.49,20
360,57671,893,1,1281.93,10
361,92820,577,3,1293.57,0
362,45207,920,2,920.4,20
363,36832,377,4,469.75,20
364,94834,688,4,38.18,0
365,38355,1229,5,528.5,5
366,8819,500,7,1290.08,0
367,71091,1070,4,1485.96,20
368,68537,1196,5,1157.58,20
369,41462,1104,7,573.91,20
370,32784,52,6,1221.07,20
371,60718,1667,3,215.03,5
372,33696,89,5,939.17,15
373,84935,599,6,15.32,0
374,7666,490,2,1149.52,20
375,42610,1198,5,795.7,10
376,44540,738,2,1420.27,20
377,39852,1775,6,611.65,15
378,47548,145,5,1162.08,0
379,49519,429,3,887.06,10
380,67425,1777,5,868.16,10
381,29014,670,3,1492.26,5
382,87474,1257,7,1382.97,20
383,84652,416,7,1043.8,15
384,9545,706,5,1148.0,15
385,86551,100,1,1434.11,15
386,22584,84,2,50.44,20
387,53894,1315,2,437.45,10
388,15137,1255,7,1102.25,15
389,72709,592,1,681.16,10
390,71248,1415,2,408.04,20
391,2597,91,2,1132.95,15
392,95643,286,4,1178.81,15
393,51979,1160,1,840.48,15
394,23945,1682,3,451.39,5
395,23712,527,2,27.89,10
396,53486,443,4,9.56,10
397,83240,322,7,837.91,10
398,3573,861,7,834.27,15
399,90526,238,3,954.05,0
400,69805,1147,6,555.43,0
401,34237,1724,5,72.54,10
402,26605,239,5,434.15,0
403,34343,630,5,609.95,10
404,48648,1170,4,721.93,15
405,93890,876,1,212.29,20
406,55299,663,4,403.16,10
407,47353,444,3,1331.76,15
408,53884,917,3,993.95,20
409,7046,195,1,953.77,10
410,78618,1342,5,866.88,20
411,55073,1833,3,42.99,5
412,32961,1395,1,1400.73,20
413,70044,1645,2,252.36,10
414,25118,1754,1,19.45,20
415,70848,1272,5,1070.64,15
416,42840,324,7,1356.35,15
417,76336,1348,1,1319.15,0
418,97173,704,6,192.22,10
419,68731,1387,4,78.41,15
420,63992,1696,7,892.15,0
421,81903,197,6,1477.5,10
422,10905,1955,5,315.48,20
423,38505,1123,5,1104.68,20
424,42137,499,1,1406.01,10
425,56346,48,1,175.58,20
426,27426,995,2,1366.41,0
427,56183,1440,5,747.07,5
428,14692,1198,6,1269.12,5
429,28780,1499,2,598.03,15
430,11242,828,2,149.72,20
431,81787,92,7,1238.51,0
432,44820,353,3,330.69,10
433,71368,1098,1,34.41,20
434,64516,429,6,785.95,5
435,24979,1477,3,1250.67,0
436,16636,1741,4,1142.74,5
437,57836,1286,7,521.39,15
438,86986,935,2,497.39,20
439,39380,570,4,442.92,5
440,85980,880,6,785.72,5
441,66886,1148,1,568.62,10
442,7532,508,1,684.75,0
443,82582,1977,6,912.82,15
444,59102,729,4,561.78,15
445,89519,581,5,543.08,20
446,67184,710,4,466.37,10
447,50312,1489,2,1277.75,5
448,11139,1660,1,760.11,10
449,33932,1922,6,615.39,0
450,1310,943,1,350.13,20
451,23038,1428,6,784.86,15
452,4465,1072,7,1161.9,5
453,78040,1308,5,922.63,15
454,20085,1059,3,775.04,15
455,31671,699,6,715.91,10
456,3856,1268,2,111.22,15
457,5170,1307,1,1239.18,10
458,68457,1086,2,116.53,5
459,95824,1814,6,115.2,10
460,22983,239,4,491.28,15
461,17991,530,5,713.07,15
462,41688,187,2,1214.19,0
463,99160,698,7,1342.87,5
464,16343,276,2,358.35,20
465,42864,40,1,946.91,20
466,63868,681,3,455.63,0
467,19122,1305,6,771.04,0
468,68817,1074,3,905.77,20
469,25271,151,6,859.14,5
470,96962,496,2,1059.61,0
471,21606,8,1,202.31,5
472,34904,787,3,1438.08,20
473,99789,1471,6,1321.88,15
474,38492,1943,5,25.88,0
475,99720,736,7,486.92,20
476,62362,1544,4,998.65,15
477,14955,772,6,1056.94,0
478,43897,1265,4,370.47,20
479,28393,398,5,803.08,5
480,7190,132,6,1409.63,10
481,21524,353,2,16.92,10
482,99421,969,7,514.04,20
483,98948,488,7,346.17,5
484,99297,1921,4,1496.93,15
485,90381,1010,5,1332.57,0
486,67811,1522,6,971.43,5
487,66148,294,2,682.93,0
488,64248,576,2,37.19,10
489,33641,277,2,1324.17,5
490,26002,1555,4,371.54,10
491,66329,704,7,939.68,5
492,23338,491,3,170.86,5
493,89924,667,7,1171.34,0
494,42215,662,6,1026.49,5
495,47075,185,7,861.13,15
496,55412,454,4,1204.94,5
497,14194,1444,7,711.47,0
498,53540,46,4,1128.18,10
499,67805,845,3,349.62,15
500,7438,183,5,945.4,20
501,64339,474,4,1403.65,0
502,14867,575,7,1055.0,20
503,21915,1603,4,188.76,15
504,96742,350,5,1075.67,15
505,51109,244,5,652.2,5
506,77078,1379,4,436.38,15
507,78908,1205,6,1293.78,0
508,34326,1407,1,251.14,10
509,1226,1851,4,36.41,15
510,94509,688,3,1273.13,15
511,23011,1027,4,1000.89,20
512,62272,18,2,1243.39,20
513,87783,669,3,988.8,20
514,26963,487,5,1048.32,20
515,58328,316,1,572.3,5
516,10486,184,6,482.6,0
517,6920,89,5,1486.05,20
518,84544,415,5,1118.66,10
519,42854,502,4,838.13,5
520,54822,763,2,304.11,15
521,30317,561,2,854.25,5
522,72069,897,7,1008.61,0
523,73837,1753,7,1219.22,5
524,60287,1950,2,729.72,5
525,76747,510,5,1058.82,5
526,59694,86,3,1135.34,0
527,43543,1639,2,407.4,20
528,33535,453,2,380.64,0
529,80665,1264,4,1498.98,20
530,98770,561,6,1290.9,5
531,99403,1781,3,1218.56,10
532,44560,153,5,375.17,5
533,90031,761,4,96.86,0
534,68859,1756,5,334.87,10
535,54705,1354,6,51.29,0
536,63822,497,4,1218.62,10
537,13281,1623,3,1164.06,0
538,87808,1853,3,982.51,15
539,25353,1592,4,45.06,20
540,7428,980,4,1281.76,10
541,74199,831,2,657.42,0
542,73979,269,2,665.25,0
543,17702,924,3,88.85,15
544,24738,380,7,379.24,15
545,40054,208,4,240.7,0
546,70055,269,7,398.32,15
547,2246,622,5,1011.37,20
548,17135,378,4,1452.82,20
549,53357,486,7,1083.12,15
550,65772,1042,1,63.81,20
551,55821,1724,4,180.34,0
552,37062,929,7,90.1,5
553,23618,1812,7,142.84,0
554,76172,1585,1,1273.05,15
555,34008,539,2,525.18,5
556,83066,1585,1,1112.61,15
557,37831,618,6,1005.84,15
558,14052,596,7,405.62,20
559,821,243,6,830.29,20
560,29002,947,2,1038.92,0
561,83440,1554,4,44.33,20
562,71333,1980,7,547.27,5
563,17934,235,4,498.08,5
564,65880,1858,7,592.04,5
565,6701,1558,2,1329.39,10
566,55226,729,7,859.89,20
567,4581,1019,7,1494.52,0
568,49427,582,6,972.67,5
569,73670,1319,4,572.93,15
570,19627,563,2,280.69,10
571,71732,19,5,93.07,15
572,20918,889,3,592.56,15
573,89873,1757,5,1155.37,15
574,69149,28,3,64.25,0
575,64205,1196,1,938.81,15
576,85236,1870,1,1019.35,15
577,76820,590,3,737.48,0
578,44625,153,3,183.26,20
579,78463,15,2,385.95,10
580,38519,1662,2,726.25,5
581,77773,399,6,755.19,5
582,56309,126,4,1099.07,15
583,50593,1375,4,279.59,20
584,3012,439,5,523.22,0
585,56205,1625,4,1058.71,5
586,76668,1230,5,558.65,10
587,85562,1615,1,559.08,20
588,91710,1093,7,1294.47,10
589,95516,1334,6,1021.58,10
590,71626,1051,1,1183.57,15
591,46076,1227,2,921.28,0
592,58144,545,3,472.09,5
593,20169,1131,6,955.53,10
594,40343,914,7,1107.04,5
595,19870,265,6,352.93,5
596,36105,73,1,548.62,10
597,99227,731,7,673.77,0
598,38921,1076,7,149.94,5
599,14178,1796,3,941.29,0
600,34599,232,7,1160.43,15
601,11404,879,4,594.22,20
602,56215,24,1,1121.35,20
603,7153,82,6,972.42,5
604,28447,651,6,404.17,10
605,44704,1746,2,1166.37,0
606,16442,358,3,87.74,5
607,27052,1589,7,1213.15,20
608,34617,1318,5,42.91,5
609,26790,1522,3,146.37,5
610,30517,1090,5,716.76,10
611,95772,1594,6,1163.08,10
612,43032,202,3,627.17,10
613,80062,1523,6,1331.9,20
614,59412,609,2,1479.68,10
615,73077,792,6,76.18,0
616,19734,1188,4,1318.94,15
617,92261,1523,5,111.17,20
618,86752,170,7,1036.65,20
619,78694,1863,2,317.59,5
620,7005,2,7,116.82,5
621,96919,1041,2,657.56,0
622,89023,824,1,449.95,20
623,47007,1962,7,1386.97,0
624,16477,1660,2,399.3,10
625,61137,671,5,1261.45,0
626,56285,1978,1,887.49,10
627,75930,641,7,842.19,15
628,56675,1430,7,964.24,5
629,30207,368,6,1454.63,15
630,38926,1477,7,1224.31,20
631,75328,1812,6,59.26,20
632,7595,1658,1,1271.4,20
633,27655,1151,6,707.27,5
634,38612,1243,6,525.4,5
635,61095,779,3,319.31,0
636,43873,1377,3,1375.34,10
637,63846,761,7,1459.32,15
638,75182,167,2,1091.73,10
639,85272,1355,7,459.66,15
640,81777,1421,3,181.5,20
641,29398,1755,4,1122.59,5
642,98198,1665,1,44.6,20
643,72139,383,1,428.0,0
644,41287,1680,1,370.11,10
645,38722,1326,6,1093.28,0
646,99295,432,5,846.4,20
647,43831,910,4,81.79,10
648,73078,801,6,342.39,15
649,29975,231,7,1431.85,15
650,87882,1672,7,1196.01,0
651,82159,1025,3,1094.57,10
652,93983,173,1,1195.38,15
653,52545,1536,7,418.43,5
654,10643,128,2,219.58,5
655,69833,1796,1,888.46,0
656,1692,1206,7,167.05,5
657,72929,949,6,922.28,15
658,23274,1444,4,1267.13,10
659,40587,557,1,1033.28,5
660,37210,1523,7,426.8,0
661,13503,1233,2,547.25,0
662,81125,1145,1,321.5,20
663,58095,308,6,1278.85,15
664,62451,1666,6,1116.63,15
665,54589,1415,3,919.81,10
666,69257,1280,6,1432.28,10
667,70859,200,3,149.55,5
668,33003,1252,4,1342.88,5
669,23604,1258,6,437.54,5
670,5980,231,1,817.25,20
671,93341,1609,3,799.2,5
672,62940,1463,4,257.49,10
673,75968,1415,5,217.04,0
674,56413,891,3,641.87,5
675,70062,1368,7,572.61,5
676,36483,234,1,214.85,0
677,98875,1692,4,243.46,15
678,27650,1973,7,174.87,20
679,72649,1513,1,564.57,5
680,30556,463,4,1341.92,15
681,77621,1893,5,233.01,0
682,44279,1072,3,230.18,20
683,51782,1179,2,665.32,15
684,72861,828,7,1096.52,5
685,27438,233,3,1158.94,5
686,32091,1794,2,503.16,0
687,22623,1955,1,258.03,15
688,98100,1271,3,302.64,15
689,18057,1310,2,174.25,10
690,52747,89,1,506.88,15
691,33193,1050,4,937.32,5
692,89186,396,2,98.8,20
693,75734,292,2,416.91,10
694,45298,312,2,169.12,15
695,28489,861,6,747.26,20
696,48671,492,5,898.14,15
697,33993,453,5,1331.61,10
698,96558,537,3,1039.45,5
699,61908,545,2,582.45,0
700,56832,1777,6,1447.44,10
701,58033,1270,4,854.19,20
702,82455,191,2,199.3,20
703,62094,1584,5,1046.85,10
704,18638,660,5,749.17,15
705,43260,1476,5,656.21,0
706,10181,1423,1,920.22,20
707,10120,1979,7,467.0,15
708,82571,1738,5,503.92,20
709,90214,1981,6,121.46,15
710,26697,990,4,211.95,0
711,63163,611,4,277.67,0
712,67087,776,7,638.84,5
713,81263,1815,7,1099.39,10
714,41773,761,3,267.82,0
715,44082,222,7,1156.73,15
716,19732,407,7,1157.75,0
717,6133,621,5,1397.93,15
718,36418,1526,2,1159.16,5
719,69032,1858,7,1161.24,20
720,14221,711,3,143.91,10
721,50478,1979,6,47.01,15
722,88666,1346,3,90.78,0
723,44858,235,2,1271.02,15
724,91611,1210,6,1202.78,15
725,66725,1317,7,1392.65,10
726,33279,1053,3,1395.74,5
727,99269,669,3,1041.5,0
728,84209,487,5,658.39,0
729,26921,1254,6,1274.31,0
730,65195,1181,1,193.85,0
731,59090,854,7,507.8,0
732,76452,741,3,306.01,0
733,37842,220,7,590.83,5
734,41995,1761,1,331.12,15
735,39444,1452,5,29.24,15
736,93726,1646,4,330.26,0
737,10930,142,2,982.76,10
738,3248,163,7,886.27,15
739,32381,1179,2,1479.38,10
740,69377,395,5,805.41,20
741,79979,645,2,1303.83,0
742,64926,269,2,1148.71,10
743,21871,475,3,808.44,0
744,65888,362,1,253.41,5
745,46987,617,4,406.62,15
746,26559,1657,3,1266.89,15
747,34117,1954,1,74.5,15
748,50214,381,6,155.3,0
749,81651,795,4,521.64,20
750,18537,127,7,640.0,0
751,46335,1006,4,883.67,10
752,44734,745,7,604.23,0
753,91422,1818,4,238.78,10
754,88668,181,7,982.42,10
755,84066,1909,6,319.03,0
756,99936,625,4,1046.53,5
757,73067,1088,4,743.9,5
758,74291,1985,2,369.73,20
759,57998,811,4,629.37,0
760,17822,1534,7,992.15,20
761,11368,1842,3,1144.85,20
762,49469,104,3,453.83,5
763,78511,278,1,998.59,0
764,29298,80,2,145.33,15
765,42889,862,3,709.52,15
766,70764,222,1,409.36,15
767,51177,1114,7,248.04,20
768,31527,766,1,615.53,10
769,53041,986,7,284.6,5
770,52488,127,5,1143.79,15
771,51795,70,6,682.26,20
772,24290,573,5,1359.4,5
773,75098,28,7,1287.3,5
774,48178,1375,4,877.26,0
775,61928,1699,3,343.55,20
776,15795,991,1,278.9,15
777,93186,608,3,470.24,5
778,22046,155,3,311.54,10
779,44798,1682,3,590.56,0
780,66123,1742,7,1389.74,15
781,14205,968,1,267.11,10
782,93601,624,7,1239.38,0
783,88806,1786,5,926.91,0
784,91496,464,5,1323.98,15
785,80909,846,2,902.22,0
786,79442,462,1,222.64,20
787,99322,1380,4,1444.87,20
788,90344,1468,3,121.85,15
789,51451,1971,1,38.21,10
790,69904,228,7,595.95,0
791,64530,1913,5,187.99,15
792,1400,813,4,547.51,10
793,74876,79,2,1085.78,0
794,83538,946,5,978.53,10
795,33801,1309,2,474.86,5
796,63964,1238,1,547.29,10
797,41311,1706,4,1313.47,15
798,69800,103,5,301.93,0
799,36120,1975,4,886.44,15
800,37809,1146,1,1028.01,20
801,53713,1909,6,1257.52,5
802,29719,406,5,1124.32,10
803,30525,1036,6,1060.49,15
804,42754,792,3,772.72,10
805,98994,1285,1,974.47,0
806,51250,1011,4,429.62,10
807,61846,722,1,1422.66,5
808,97599,1270,2,1104.1,0
809,55421,1918,3,1062.96,20
810,59691,1403,7,894.65,20
811,10008,601,1,1337.84,5
812,13522,1507,3,1071.71,10
813,47692,309,4,370.91,15
814,59572,1363,1,416.26,0
815,58381,146,3,24.55,0
816,19702,361,3,1104.71,10
817,68123,423,2,248.27,20
818,88024,620,1,828.19,10
819,88635,872,7,470.55,10
820,67106,821,1,1085.89,5
821,56825,852,7,117.92,20
822,24533,1616,2,570.04,15
823,5592,1128,3,500.38,10
824,83411,1361,2,1345.49,15
825,30880,690,6,903.31,20
826,69298,68,4,1432.43,20
827,84089,1100,3,1121.43,0
828,14689,497,4,557.4,0
829,50551,158,7,978.85,10
830,29393,387,3,395.81,10
831,32531,1052,5,1385.53,0
832,16432,605,4,1129.65,10
833,55477,445,5,38.88,5
834,27195,1284,7,808.54,20
835,51643,1711,3,547.66,5
836,41581,1966,4,480.39,0
837,84973,1068,5,1156.23,5
838,89285,751,2,657.53,15
839,73900,793,7,73.61,5
840,50004,89,6,1141.88,10
841,62309,1107,3,771.31,0
842,19438,592,7,1253.12,5
843,21538,1009,4,1036.1,0
844,60869,318,2,423.1,15
845,6981,170,5,295.62,20
846,74988,1103,7,405.83,0
847,51576,1902,6,602.9,10
848,12202,1014,1,500.09,15
849,13019,1738,6,961.85,20
850,84400,1761,6,658.29,5
851,53817,1030,2,241.41,15
852,58731,69,5,959.19,15
853,30853,1376,3,578.35,20
854,24603,1353,4,470.64,15
855,63364,865,3,966.23,5
856,7001,1852,7,943.7,20
857,23990,41,3,318.08,15
858,22889,1825,2,1097.95,20
859,67801,724,5,980.38,15
860,70981,800,5,801.71,10
861,6154,1815,7,1441.17,20
862,70452,1262,3,770.36,15
863,79452,572,1,1197.89,5
864,92892,515,6,811.07,15
865,38496,385,4,444.61,5
866,90076,1816,7,1255.93,5
867,37230,1339,5,542.34,10
868,23076,927,4,1295.03,20
869,14586,341,5,450.65,20
870,14218,757,4,951.52,10
871,93741,1181,3,19.92,5
872,26176,1797,2,1175.69,5
873,40842,551,3,398.43,20
874,43916,1622,3,1387.12,0
875,9507,1236,4,1453.34,15
876,70926,1997,6,1238.67,0
877,73201,1059,7,953.64,10
878,88698,943,7,847.46,0
879,82414,1299,7,571.39,20
880,11817,886,6,152.18,20
