"order_id","total"
111,"1078.30"
111,"1223.01"
111,"1077.16"
111,"816.33"
112,"800.73"
112,"275.99"
113,"1234.85"
113,"482.28"
113,"132.14"
114,"575.60"
114,"694.65"
114,"28.46"
114,"555.55"
115,"291.90"
115,"345.35"
115,"764.26"
115,"423.95"
115,"1017.90"
115,"457.98"
116,"970.74"
116,"448.62"
116,"409.81"
116,"648.64"
118,"254.73"
119,"899.34"
119,"15.74"
119,"462.56"
120,"494.21"
120,"719.58"
120,"270.28"
120,"208.85"
121,"996.17"
121,"684.27"
121,"250.95"
122,"43.45"
122,"785.78"
122,"436.80"
122,"604.44"
123,"1177.58"
123,"245.91"
125,"166.82"
125,"19.41"
125,"415.86"
125,"42.09"
126,"1126.22"
126,"1096.70"
127,"479.01"
127,"301.15"
128,"997.81"
128,"131.93"
128,"872.97"
129,"1230.74"
129,"266.98"
129,"433.36"
129,"1232.41"
129,"970.72"
129,"1254.69"
130,"742.76"
130,"545.21"
131,"35.00"
132,"1029.21"
132,"795.98"
132,"187.86"
132,"1177.48"
133,"144.41"
133,"1109.94"
133,"300.23"
134,"590.93"
134,"1346.67"
134,"852.60"
134,"730.32"
135,"1165.68"
135,"73.33"
136,"1288.20"
136,"412.54"
137,"1118.14"
137,"20.32"
137,"645.71"
137,"311.74"
138,"96.98"
138,"414.01"
138,"779.86"
138,"644.93"
138,"705.79"
138,"910.18"
138,"942.89"
139,"1145.33"
139,"913.69"
140,"841.87"
140,"503.41"
140,"604.58"
140,"172.02"
140,"1069.62"
140,"708.32"
141,"98.65"
141,"1039.09"
141,"54.23"
142,"933.86"
142,"578.60"
143,"785.00"
143,"602.00"
143,"556.50"
144,"646.58"
144,"986.97"
145,"591.00"
146,"995.85"
147,"18.30"
147,"720.81"
147,"1018.56"
148,"959.26"
148,"342.63"
149,"674.70"
149,"1472.20"
149,"975.83"
150,"115.49"
150,"272.38"
151,"544.01"
151,"219.18"
151,"632.69"
151,"359.57"
151,"1305.58"
152,"1071.84"
152,"843.23"
153,"1099.36"
153,"150.78"
153,"157.25"
154,"346.42"
154,"664.46"
154,"988.45"
154,"466.13"
154,"938.86"
155,"59.54"
155,"614.52"
155,"508.48"
156,"669.21"
156,"713.43"
157,"208.73"
157,"603.37"
157,"78.48"
157,"1126.57"
158,"586.26"
158,"1109.70"
159,"1358.21"
160,"867.00"
160,"926.51"
160,"807.87"
161,"904.40"
161,"149.49"
162,"1052.95"
162,"1046.00"
162,"1100.71"
162,"45.14"
163,"743.93"
163,"264.70"
163,"1163.25"
163,"12.37"
164,"1270.04"
164,"819.54"
164,"603.33"
165,"229.56"
165,"245.29"
165,"940.48"
165,"427.89"
166,"668.75"
166,"1167.36"
166,"788.69"
167,"1093.57"
167,"653.53"
167,"299.29"
167,"565.85"
168,"105.62"
168,"1019.00"
169,"641.14"
170,"162.13"
170,"759.37"
170,"416.00"
171,"1350.02"
171,"750.45"
171,"279.53"
171,"593.61"
171,"1466.70"
172,"30.95"
172,"1269.51"
173,"581.51"
173,"889.58"
173,"620.53"
173,"189.88"
173,"236.65"
173,"1139.44"
173,"287.73"
173,"167.15"
174,"108.21"
174,"318.64"
175,"300.01"
175,"479.18"
175,"575.46"
175,"39.60"
175,"913.04"
176,"683.85"
176,"59.36"
176,"956.39"
177,"330.82"
177,"414.94"
177,"994.66"
178,"194.81"
178,"214.53"
179,"1164.30"
179,"930.14"
179,"114.67"
179,"296.49"
180,"275.24"
181,"513.20"
182,"1232.64"
182,"285.78"
182,"218.42"
182,"1129.68"
182,"1115.41"
183,"1054.58"
183,"241.39"
183,"1150.94"
183,"927.95"
183,"622.85"
185,"867.67"
185,"477.37"
186,"482.30"
186,"669.21"
186,"556.83"
186,"1099.98"
187,"1484.81"
187,"664.42"
187,"1111.53"
188,"332.91"
188,"961.52"
189,"375.93"
189,"276.96"
189,"18.86"
189,"1116.82"
190,"853.77"
190,"24.44"
191,"771.62"
191,"1195.69"
191,"127.21"
191,"1001.06"
192,"357.91"
192,"968.82"
192,"50.21"
192,"611.69"
193,"797.49"
195,"157.94"
195,"95.88"
195,"176.50"
195,"688.55"
196,"1057.23"
196,"1044.36"
197,"710.79"
197,"770.97"
197,"1127.80"
197,"1279.09"
198,"694.66"
198,"569.79"
198,"517.29"
198,"637.83"
198,"834.30"
199,"706.04"
199,"266.65"
199,"697.24"
200,"12.95"
200,"595.12"
200,"674.29"
200,"1013.61"
200,"448.15"
201,"619.22"
201,"802.38"
201,"1398.01"
202,"664.46"
202,"879.67"
202,"362.14"
202,"613.13"
203,"29.29"
203,"580.47"
203,"362.69"
203,"244.44"
204,"1247.70"
204,"492.52"
204,"1002.97"
204,"694.22"
204,"26.67"
204,"612.44"
205,"607.89"
205,"262.14"
206,"1172.98"
207,"545.94"
207,"1373.99"
207,"367.50"
207,"903.77"
207,"478.69"
209,"239.50"
209,"804.53"
210,"196.61"
211,"396.41"
211,"613.26"
212,"162.72"
212,"403.21"
212,"473.84"
213,"429.26"
214,"593.87"
215,"1004.17"
215,"72.55"
215,"410.68"
216,"1177.44"
217,"760.13"
217,"523.45"
217,"67.05"
217,"493.78"
218,"1294.59"
218,"1246.13"
219,"1172.93"
219,"355.03"
219,"612.46"
219,"1218.55"
220,"288.64"
220,"236.80"
220,"1336.82"
220,"1356.44"
221,"1078.00"
221,"1185.68"
221,"781.10"
222,"1424.00"
222,"803.50"
222,"46.05"
222,"1144.94"
223,"705.98"
223,"16.44"
224,"868.03"
224,"1021.42"
225,"890.86"
225,"775.85"
225,"58.42"
226,"1149.67"
226,"492.24"
227,"591.39"
228,"270.29"
228,"397.66"
229,"552.97"
230,"313.64"
230,"416.36"
231,"534.60"
231,"771.83"
231,"198.94"
232,"800.21"
232,"458.86"
232,"53.68"
232,"1065.79"
232,"43.40"
233,"1099.22"
233,"746.39"
233,"98.45"
233,"372.16"
234,"823.86"
234,"181.20"
234,"872.32"
234,"1114.85"
234,"737.63"
235,"641.87"
235,"991.04"
235,"1191.28"
236,"1042.87"
236,"357.54"
236,"168.08"
236,"1012.53"
236,"1172.13"
236,"701.59"
236,"875.37"
237,"902.10"
237,"695.78"
237,"722.44"
238,"200.39"
238,"932.64"
238,"1068.12"
238,"1222.99"
239,"665.53"
239,"356.92"
240,"1140.75"
240,"656.75"
240,"865.40"
240,"866.64"
241,"611.63"
241,"966.49"
242,"880.03"
242,"65.50"
242,"427.64"
243,"60.77"
243,"823.05"
243,"622.22"
243,"587.98"
243,"659.44"
244,"251.82"
244,"729.65"
244,"831.00"
244,"1228.52"
244,"15.16"
245,"1187.20"
245,"1002.90"
246,"1208.84"
246,"208.18"
247,"335.86"
247,"65.11"
248,"1218.38"
248,"1034.94"
248,"668.16"
248,"294.80"
248,"1012.92"
249,"1424.93"
249,"427.02"
249,"195.34"
250,"919.32"
250,"690.43"
250,"307.79"
251,"432.60"
251,"1346.97"
252,"1069.51"
252,"627.99"
253,"1107.68"
253,"83.80"
253,"131.68"
253,"148.00"
254,"1228.96"
254,"1096.73"
255,"450.42"
255,"988.32"
255,"305.35"
255,"1222.09"
255,"603.13"
255,"111.84"
256,"21.91"
256,"307.53"
256,"1317.95"
257,"247.36"
258,"1443.16"
258,"666.26"
258,"244.03"
258,"153.27"
259,"470.37"
259,"1096.43"
259,"584.20"
260,"206.90"
260,"462.97"
261,"607.43"
261,"1281.56"
261,"1314.37"
261,"1457.20"
261,"970.43"
262,"607.52"
263,"725.94"
263,"913.58"
263,"1414.72"
263,"206.61"
263,"541.96"
263,"1087.97"
263,"720.84"
264,"139.27"
264,"990.78"
264,"1054.42"
264,"1399.16"
264,"611.50"
265,"1134.48"
265,"568.60"
266,"275.99"
266,"1178.37"
266,"29.63"
266,"935.39"
266,"843.56"
267,"829.10"
267,"417.51"
267,"317.49"
268,"854.90"
268,"1303.89"
269,"253.14"
269,"769.46"
269,"944.00"
269,"507.31"
270,"287.44"
270,"911.72"
270,"764.12"
270,"1362.16"
270,"1138.82"
270,"202.10"
270,"656.25"
271,"170.77"
271,"790.22"
271,"1031.46"
272,"801.88"
272,"1055.19"
272,"735.85"
272,"904.00"
273,"1054.81"
273,"1173.44"
273,"671.25"
273,"1140.21"
273,"1176.97"
274,"1052.27"
274,"416.48"
275,"122.65"
276,"210.85"
276,"1439.74"
276,"1134.46"
276,"84.83"
278,"960.78"
278,"1069.66"
278,"682.22"
278,"9.27"
279,"596.54"
279,"47.11"
279,"343.75"
280,"487.22"
280,"587.21"
280,"1091.62"
280,"318.34"
280,"1142.75"
281,"496.94"
281,"523.04"
282,"199.71"
282,"250.16"
282,"692.46"
283,"941.01"
284,"336.57"
284,"507.93"
284,"759.23"
284,"537.56"
284,"34.48"
284,"225.65"
285,"413.27"
285,"956.25"
286,"850.46"
286,"864.92"
286,"625.56"
287,"1162.48"
287,"834.68"
287,"1217.84"
287,"957.50"
288,"527.97"
288,"1217.52"
288,"1003.52"
289,"780.37"
290,"1140.26"
290,"386.43"
291,"1065.30"
291,"570.06"
292,"232.25"
293,"413.49"
294,"315.34"
294,"531.87"
294,"747.01"
294,"210.08"
294,"1342.19"
294,"135.60"
294,"1239.72"
294,"358.00"
295,"1245.62"
295,"488.77"
295,"4.85"
295,"695.76"
295,"802.29"
295,"396.83"
295,"1166.37"
295,"175.64"
296,"1328.24"
296,"119.22"
296,"873.38"
296,"918.97"
296,"678.20"
297,"764.62"
297,"713.07"
297,"1374.18"
297,"869.37"
297,"497.91"
298,"600.74"
298,"1128.84"
298,"683.89"
299,"50.66"
299,"546.20"
299,"1344.92"
299,"1343.99"
300,"270.16"
300,"1153.54"
300,"184.84"
300,"1064.59"
300,"522.71"
300,"1190.46"
300,"493.73"
301,"478.54"
301,"481.62"
301,"1281.23"
301,"346.63"
301,"1147.66"
302,"967.08"
302,"1261.63"
302,"1308.45"
302,"1205.10"
303,"903.35"
303,"1149.00"
303,"48.47"
304,"885.80"
304,"1319.86"
304,"299.21"
305,"206.29"
305,"134.45"
305,"73.53"
305,"793.03"
306,"225.70"
306,"509.58"
306,"253.71"
307,"79.67"
307,"1199.42"
307,"1415.01"
308,"929.51"
308,"355.83"
309,"63.40"
309,"1070.25"
309,"1154.80"
310,"650.24"
311,"1130.66"
311,"284.75"
312,"838.67"
312,"565.33"
312,"678.67"
313,"891.69"
313,"609.54"
313,"1394.94"
313,"704.79"
314,"530.69"
314,"945.09"
315,"1221.46"
315,"157.03"
317,"406.47"
318,"471.71"
318,"986.09"
319,"267.77"
319,"498.72"
319,"101.75"
320,"779.20"
320,"182.72"
320,"1310.38"
321,"1148.54"
321,"218.67"
321,"299.41"
321,"286.84"
321,"118.55"
321,"471.46"
322,"1414.47"
322,"70.61"
322,"1083.82"
323,"1242.46"
323,"170.03"
323,"364.00"
324,"256.51"
324,"7.91"
324,"1217.34"
325,"1262.91"
326,"348.38"
327,"1077.47"
327,"1250.02"
327,"667.46"
327,"1098.68"
329,"995.78"
329,"140.08"
329,"95.18"
330,"1418.07"
330,"1124.84"
330,"1138.27"
331,"441.02"
331,"1344.56"
331,"144.91"
331,"398.89"
331,"353.94"
333,"716.14"
334,"761.20"
334,"485.90"
334,"870.30"
334,"23.14"
335,"54.67"
335,"861.81"
335,"378.87"
335,"1120.29"
335,"357.32"
335,"863.20"
336,"939.18"
337,"1400.14"
338,"158.87"
338,"872.87"
338,"451.35"
338,"1447.99"
338,"897.27"
338,"330.52"
339,"170.25"
339,"990.39"
340,"930.32"
340,"890.13"
341,"491.53"
341,"645.78"
341,"155.54"
342,"1232.64"
342,"565.05"
342,"1151.62"
342,"122.79"
343,"954.41"
343,"435.39"
343,"795.47"
343,"533.21"
343,"379.81"
344,"1196.27"
344,"1137.44"
344,"794.79"
344,"1277.62"
345,"1000.29"
345,"97.89"
346,"634.02"
346,"14.13"
347,"493.88"
347,"1042.47"
347,"1249.13"
347,"862.89"
347,"72.39"
347,"157.53"
347,"309.21"
348,"1134.34"
348,"360.99"
349,"95.85"
349,"283.60"
349,"251.21"
349,"31.81"
350,"407.86"
350,"787.65"
350,"485.77"
350,"882.58"
351,"349.98"
351,"1230.15"
351,"762.65"
351,"556.10"
351,"1198.13"
352,"287.50"
352,"1133.37"
352,"253.67"
352,"1119.00"
352,"1056.86"
353,"581.49"
353,"1052.27"
353,"770.62"
353,"727.64"
353,"1313.44"
353,"150.64"
353,"565.29"
353,"297.82"
353,"56.19"
353,"914.28"
354,"56.70"
354,"212.84"
354,"115.22"
354,"882.27"
355,"992.06"
357,"793.92"
357,"340.86"
358,"717.53"
358,"435.65"
359,"1163.09"
360,"792.93"
360,"219.19"
360,"593.30"
361,"992.61"
361,"365.57"
362,"340.41"
362,"906.85"
362,"1038.00"
362,"858.86"
363,"65.60"
363,"505.50"
364,"96.61"
365,"121.20"
366,"1100.78"
366,"409.79"
366,"561.34"
366,"144.07"
367,"166.34"
368,"701.86"
368,"857.16"
368,"1029.44"
368,"1257.45"
368,"1110.30"
369,"917.93"
369,"1191.62"
369,"66.12"
369,"960.34"
369,"43.24"
369,"237.43"
369,"828.30"
370,"536.90"
370,"857.45"
370,"655.25"
371,"13.58"
371,"1076.23"
372,"1301.42"
372,"1158.89"
372,"1297.99"
373,"626.43"
374,"360.06"
374,"1180.38"
374,"395.12"
374,"268.78"
374,"255.26"
375,"891.62"
376,"137.50"
376,"1349.99"
376,"871.35"
376,"1089.51"
376,"129.56"
376,"147.70"
377,"1376.56"
377,"79.27"
377,"481.12"
377,"315.60"
377,"1056.99"
377,"423.90"
377,"993.18"
377,"512.90"
378,"1138.79"
378,"49.77"
379,"63.93"
379,"832.26"
379,"333.19"
380,"765.78"
380,"475.61"
380,"564.88"
380,"692.47"
380,"1237.82"
382,"1199.03"
383,"849.11"
383,"966.11"
384,"733.77"
384,"799.12"
384,"691.07"
385,"250.67"
385,"1009.30"
386,"1123.93"
386,"331.74"
386,"254.11"
386,"731.82"
386,"1139.68"
387,"858.54"
387,"515.75"
387,"649.11"
387,"1237.27"
387,"961.76"
388,"1356.19"
388,"1156.60"
388,"365.46"
390,"1236.76"
390,"1128.02"
390,"465.70"
390,"332.22"
390,"845.78"
390,"1158.06"
391,"127.13"
391,"653.15"
391,"1185.92"
392,"1001.45"
393,"247.82"
393,"664.47"
393,"855.40"
393,"189.33"
393,"80.50"
393,"15.18"
393,"1033.29"
393,"365.59"
394,"1306.73"
394,"530.00"
395,"379.87"
395,"239.30"
395,"684.09"
396,"1227.66"
396,"76.40"
398,"601.59"
398,"459.77"
398,"309.90"
398,"1214.21"
399,"947.48"
399,"1081.36"
399,"713.33"
399,"860.12"
399,"403.14"
399,"97.75"
399,"815.67"
401,"426.85"
402,"1190.54"
402,"761.59"
402,"180.40"
403,"703.58"
403,"1254.56"
403,"348.08"
404,"549.09"
405,"944.06"
406,"444.53"
406,"1415.41"
407,"786.68"
407,"287.82"
407,"407.95"
407,"48.04"
408,"35.94"
409,"309.02"
409,"585.62"
409,"370.22"
409,"180.73"
409,"471.18"
410,"660.11"
410,"82.78"
410,"921.15"
410,"553.44"
410,"79.02"
411,"943.88"
411,"373.38"
412,"1072.31"
412,"726.36"
412,"1255.82"
412,"529.12"
412,"517.15"
413,"623.94"
414,"489.94"
415,"981.76"
416,"21.29"
416,"1436.63"
416,"1154.84"
416,"659.89"
416,"124.17"
418,"210.31"
418,"144.16"
419,"1218.84"
419,"866.56"
419,"1192.06"
419,"402.33"
420,"436.15"
420,"104.52"
420,"913.14"
420,"1156.19"
421,"261.04"
421,"1116.74"
422,"687.32"
422,"1281.70"
423,"355.93"
424,"1119.54"
424,"907.00"
425,"773.81"
425,"858.36"
425,"101.10"
426,"476.60"
427,"172.24"
427,"1129.46"
427,"1117.47"
428,"402.20"
429,"540.11"
430,"412.91"
430,"369.61"
430,"217.77"
430,"149.84"
431,"945.84"
431,"606.42"
431,"1116.77"
431,"962.41"
431,"685.40"
431,"406.30"
432,"181.64"
432,"771.77"
433,"988.69"
433,"686.91"
433,"642.16"
434,"779.70"
434,"279.85"
434,"920.48"
434,"633.47"
434,"209.84"
435,"452.78"
435,"1222.24"
435,"557.23"
435,"1172.74"
435,"179.41"
436,"432.37"
436,"554.91"
437,"1218.87"
437,"670.82"
437,"114.50"
437,"530.26"
438,"360.83"
438,"735.89"
439,"263.84"
439,"650.02"
439,"207.48"
439,"316.78"
439,"1250.43"
440,"948.85"
440,"247.12"
440,"1421.36"
441,"112.14"
441,"338.69"
441,"906.89"
442,"1162.69"
442,"110.11"
443,"187.91"
444,"518.69"
444,"545.27"
444,"869.18"
445,"161.86"
445,"874.41"
445,"705.65"
447,"315.20"
447,"791.79"
448,"1255.34"
448,"24.67"
448,"532.53"
448,"536.32"
448,"1380.48"
449,"47.30"
449,"179.51"
450,"732.94"
450,"317.58"
451,"106.77"
451,"1156.28"
453,"570.89"
453,"796.16"
453,"340.78"
453,"865.62"
453,"1168.00"
454,"609.26"
454,"1225.18"
454,"1075.61"
454,"96.60"
454,"726.98"
454,"453.16"
454,"252.96"
454,"898.93"
455,"930.66"
455,"418.73"
456,"399.95"
456,"498.60"
456,"1055.09"
456,"56.58"
456,"310.85"
456,"1265.65"
457,"1390.17"
458,"582.67"
458,"666.04"
459,"904.54"
459,"311.03"
459,"346.20"
460,"416.98"
460,"967.46"
460,"821.84"
460,"133.32"
460,"552.42"
460,"1373.24"
460,"1347.38"
461,"734.49"
461,"1162.78"
461,"1263.19"
462,"449.87"
462,"1182.94"
462,"618.45"
462,"1270.41"
462,"1309.96"
463,"882.74"
464,"1241.08"
464,"321.95"
464,"721.11"
464,"1160.14"
464,"692.87"
464,"1046.71"
464,"191.05"
465,"304.38"
466,"1320.05"
466,"733.41"
466,"398.38"
466,"14.70"
466,"1307.14"
466,"1099.14"
466,"1141.56"
467,"691.58"
467,"933.59"
467,"752.35"
467,"136.92"
467,"152.04"
468,"1053.69"
468,"1120.62"
469,"281.10"
469,"1197.46"
470,"1149.29"
471,"851.31"
471,"785.05"
471,"369.51"
471,"216.49"
472,"983.37"
472,"1403.50"
472,"912.91"
473,"801.59"
473,"233.11"
473,"267.41"
474,"57.55"
475,"466.73"
475,"197.60"
475,"1226.42"
476,"463.43"
476,"1020.57"
476,"183.89"
477,"669.41"
478,"63.59"
478,"1315.53"
478,"164.85"
478,"271.53"
478,"98.63"
478,"540.75"
479,"952.43"
479,"1039.73"
479,"1182.04"
480,"543.39"
480,"131.94"
480,"16.30"
481,"801.00"
482,"1201.09"
482,"218.90"
483,"1093.01"
483,"48.31"
483,"386.66"
484,"355.68"
485,"535.02"
486,"1396.75"
488,"1187.21"
488,"863.67"
488,"873.91"
488,"924.83"
489,"170.64"
489,"162.19"
489,"52.01"
489,"381.62"
489,"410.04"
489,"344.06"
489,"1184.52"
490,"1131.97"
490,"525.75"
490,"525.50"
491,"465.89"
491,"1042.44"
491,"1267.86"
492,"187.39"
492,"932.78"
493,"668.69"
493,"1038.13"
493,"1140.56"
493,"18.33"
494,"841.74"
494,"300.38"
494,"882.62"
494,"74.89"
495,"894.48"
495,"477.56"
496,"768.17"
496,"1012.03"
496,"1174.97"
497,"747.88"
497,"1259.47"
497,"950.21"
497,"17.54"
497,"66.49"
497,"1340.15"
498,"284.25"
498,"499.54"
499,"818.43"
499,"23.19"
499,"146.32"
500,"807.95"
500,"1193.16"
500,"880.69"
500,"319.23"
500,"1252.80"
500,"107.58"
500,"791.60"
501,"930.62"
501,"35.57"
502,"1372.88"
502,"114.15"
502,"544.58"
503,"578.67"
503,"151.76"
503,"732.44"
504,"1324.41"
504,"1099.48"
504,"667.54"
504,"185.92"
505,"754.78"
506,"488.55"
506,"698.69"
507,"772.38"
507,"750.35"
508,"1191.22"
508,"523.45"
508,"345.89"
509,"1254.86"
510,"174.15"
511,"532.62"
511,"1137.64"
511,"1136.17"
511,"432.19"
511,"1094.59"
512,"842.54"
513,"962.47"
513,"1211.81"
514,"877.50"
514,"1254.17"
514,"434.70"
514,"1257.39"
514,"1125.78"
515,"688.85"
515,"941.73"
515,"1225.27"
515,"434.09"
516,"374.57"
516,"1063.49"
516,"784.66"
516,"276.10"
517,"1236.93"
517,"505.12"
517,"296.16"
517,"5.30"
517,"595.00"
517,"309.67"
517,"287.09"
518,"935.14"
518,"187.19"
518,"501.39"
518,"199.07"
518,"574.24"
518,"994.45"
519,"739.88"
519,"313.15"
519,"221.93"
519,"530.65"
519,"340.83"
520,"728.85"
520,"64.04"
521,"1146.33"
522,"1117.93"
522,"321.91"
523,"1414.56"
523,"425.57"
523,"1219.10"
523,"536.54"
523,"13.95"
523,"1173.45"
524,"835.01"
524,"388.59"
524,"622.62"
525,"703.72"
526,"1264.37"
526,"782.42"
526,"203.78"
526,"13.76"
526,"666.85"
526,"822.76"
527,"338.88"
527,"940.78"
528,"436.94"
528,"673.11"
528,"274.14"
528,"417.33"
528,"752.77"
529,"872.56"
530,"945.75"
530,"829.25"
530,"788.82"
530,"144.76"
530,"1125.13"
531,"138.47"
531,"111.31"
532,"901.85"
532,"373.55"
532,"760.89"
532,"231.77"
532,"1051.31"
533,"1167.69"
533,"711.57"
534,"78.56"
534,"1141.08"
534,"553.61"
535,"1010.74"
536,"1022.16"
536,"443.97"
536,"341.87"
537,"758.02"
537,"163.63"
537,"205.28"
538,"86.14"
539,"1220.00"
539,"950.13"
539,"311.82"
540,"649.28"
540,"814.10"
541,"855.21"
542,"696.00"
542,"1130.62"
543,"177.77"
543,"417.46"
543,"1155.54"
543,"601.45"
543,"984.97"
544,"142.25"
544,"839.60"
544,"436.64"
545,"1131.04"
545,"263.34"
546,"660.49"
546,"1402.23"
546,"174.66"
546,"759.14"
546,"1242.25"
547,"127.19"
547,"471.34"
547,"339.84"
548,"266.77"
548,"1211.89"
548,"764.83"
548,"227.09"
548,"684.05"
548,"1374.91"
549,"934.74"
549,"955.26"
549,"364.11"
549,"757.54"
549,"994.87"
549,"573.27"
550,"767.36"
550,"764.93"
550,"195.71"
551,"1153.18"
551,"244.56"
551,"147.29"
553,"1313.35"
553,"1021.23"
553,"1494.00"
554,"450.20"
554,"7.57"
554,"445.72"
554,"176.39"
555,"203.09"
555,"18.21"
555,"738.50"
555,"12.26"
555,"6.81"
555,"837.86"
557,"1177.61"
