order_id,customer_id,order_date,order_status
240,7795,2025-01-10,Cancelled
241,5591,2025-12-28,completed
242,4384,2023-09-18,COMPLETE
243,399,2022-12-19,Cancelled
244,2152,2022-11-11,COMPLETE
245,5431,2023-08-19,Completed
246,3881,2024-06-27,Cancelled
247,127,2025-10-13,Completed
248,2088,2022-04-02,Cancelled
249,1771,2025-10-17,COMPLETE
250,7026,2023-01-18,COMPLETE
251,8439,2025-12-02,completed
252,5926,2023-03-25,completed
253,3319,2023-09-21,completed
254,2082,2022-08-10,Cancelled
255,2058,2022-05-08,completed
256,5288,2024-05-21,Completed
257,5904,2025-05-31,Completed
258,5336,2025-05-29,Completed
259,2990,2025-08-01,completed
260,7576,2024-02-07,COMPLETE
261,5722,2023-11-23,Completed
262,7079,2024-06-20,COMPLETE
263,340,2024-06-06,COMPLETE
264,2729,2025-09-22,completed
265,1592,2024-09-11,Completed
266,7844,2025-06-12,COMPLETE
267,5784,2022-01-10,Completed
268,3162,2025-09-24,Completed
269,9501,2025-04-16,Completed
270,8176,2023-12-13,Completed
271,4630,2024-04-19,Completed
272,6902,2024-02-17,completed
273,2298,2025-04-25,Completed
274,5451,2024-10-06,COMPLETE
275,7291,2023-07-17,Cancelled
276,4945,2022-04-15,Cancelled
277,9702,2025-10-08,COMPLETE
278,5319,2025-07-22,Completed
279,3808,2025-06-06,completed
280,13,2025-08-22,COMPLETE
281,4035,2024-12-16,COMPLETE
282,5531,2024-06-25,Cancelled
283,9773,2022-04-06,Completed
284,3434,2022-01-14,Cancelled
285,4634,2022-09-01,Completed
286,2052,2024-11-27,Completed
287,3877,2022-03-09,Completed
288,5909,2025-06-17,COMPLETE
289,6131,2025-01-26,Cancelled
290,6428,2025-04-28,COMPLETE
291,1824,2024-03-11,COMPLETE
292,3431,2022-02-26,Completed
293,2741,2023-06-05,completed
294,1789,2025-06-09,Completed
295,1953,2025-07-27,Completed
296,9144,2025-09-07,completed
297,3421,2025-10-12,Cancelled
298,3028,2024-07-25,completed
299,3102,2023-12-28,Completed
300,5874,2022-07-20,COMPLETE
301,3589,2025-03-18,COMPLETE
302,3846,2025-09-28,Cancelled
303,5738,2022-01-23,Completed
304,9340,2022-01-02,completed
305,1418,2024-05-01,Completed
306,3910,2023-10-15,Cancelled
307,4746,2024-09-18,completed
308,2773,2022-01-29,Cancelled
309,5176,2022-01-31,COMPLETE
310,6276,2023-08-05,Completed
311,2250,2022-01-09,completed
312,3859,2025-12-02,completed
313,1626,2022-09-02,completed
314,2750,2024-07-07,COMPLETE
315,2606,2025-12-14,Cancelled
316,1848,2022-05-03,COMPLETE
317,7208,2023-05-09,COMPLETE
318,8771,2024-01-31,completed
319,1137,2025-08-31,completed
320,3134,2025-06-13,Cancelled
321,1158,2023-06-10,Completed
322,7453,2025-12-15,Completed
323,9842,2024-09-28,completed
324,7276,2022-03-03,Cancelled
325,5414,2023-07-09,COMPLETE
326,4373,2025-03-11,Completed
327,5612,2024-03-29,Cancelled
328,1587,2025-06-29,Cancelled
329,2324,2024-06-28,Cancelled
330,234,2025-05-01,COMPLETE
331,9458,2022-01-27,completed
332,7917,2023-03-16,Completed
333,32,2023-10-08,Completed
334,9564,2023-10-06,completed
335,8952,2023-02-04,Cancelled
336,3204,2024-11-09,COMPLETE
337,5895,2022-04-09,completed
338,1795,2025-09-15,COMPLETE
339,762,2025-05-07,Completed
340,4081,2025-09-16,Cancelled
341,282,2025-02-10,Cancelled
342,4072,2022-03-03,Completed
343,4626,2024-04-21,COMPLETE
344,5979,2025-01-23,Completed
345,9008,2024-08-13,Completed
346,4560,2023-12-24,Cancelled
347,1471,2024-12-23,completed
348,3288,2022-04-23,Cancelled
349,4260,2022-09-21,Completed
350,5707,2023-11-20,Cancelled
351,511,2024-01-21,Cancelled
352,7962,2025-09-08,completed
353,8747,2024-06-17,Cancelled
354,6785,2023-09-18,completed
355,9499,2025-06-02,Completed
356,5494,2022-08-01,Completed
357,259,2023-09-01,Completed
358,6589,2025-05-03,Cancelled
359,9417,2025-07-31,Completed
360,1666,2022-03-26,completed
361,9596,2022-02-09,Completed
362,1866,2022-04-21,COMPLETE
363,766,2022-10-15,Completed
364,8257,2022-10-28,COMPLETE
365,3450,2022-07-12,completed
366,2706,2025-03-27,COMPLETE
367,5766,2022-07-27,COMPLETE
368,4975,2025-05-13,completed
369,196,2025-11-05,Completed
370,1384,2025-08-29,completed
371,2436,2022-02-06,COMPLETE
372,1451,2024-08-30,COMPLETE
373,8415,2023-06-28,Completed
374,7925,2025-06-17,completed
375,7059,2024-06-20,COMPLETE
376,7317,2023-10-19,Cancelled
377,5629,2023-12-24,completed
378,442,2023-07-07,Completed
379,9630,2023-03-30,completed
380,2368,2025-08-23,completed
381,4866,2022-07-09,completed
382,9075,2024-08-07,COMPLETE
383,7160,2023-12-03,completed
384,451,2024-09-14,Cancelled
385,7040,2022-06-08,Cancelled
386,5199,2022-06-04,COMPLETE
387,8935,2023-07-08,Completed
388,7287,2024-12-15,completed
389,9737,2022-07-07,completed
390,3351,2022-06-03,COMPLETE
391,2830,2025-12-11,completed
392,2614,2023-04-27,COMPLETE
393,1916,2022-04-06,COMPLETE
394,7213,2025-12-12,Completed
395,9441,2023-02-27,completed
396,528,2025-03-08,Completed
397,4820,2023-03-30,completed
398,7880,2024-03-14,COMPLETE
399,8433,2022-03-15,COMPLETE
400,8557,2023-07-20,COMPLETE
401,1209,2023-04-25,Cancelled
402,4121,2024-02-18,COMPLETE
403,6477,2025-11-11,Completed
404,2962,2022-10-26,Completed
405,4777,2024-02-02,Cancelled
406,2418,2023-11-12,Cancelled
407,1617,2023-08-10,Completed
408,9228,2022-03-30,COMPLETE
409,8912,2024-12-09,COMPLETE
410,4683,2025-08-14,Completed
411,9166,2025-06-25,Completed
412,6826,2025-02-12,Completed
413,1847,2023-09-28,Cancelled
414,1372,2025-03-21,COMPLETE
415,1467,2025-07-04,Completed
416,8883,2025-06-01,Cancelled
417,88,2023-01-31,completed
418,2513,2024-09-20,Completed
419,8686,2022-01-20,Completed
420,1246,2022-04-14,COMPLETE
421,6117,2022-04-11,Completed
422,9334,2022-02-02,completed
423,4232,2024-07-12,Completed
424,978,2022-06-19,COMPLETE
425,8734,2022-08-05,Completed
426,6723,2023-05-17,COMPLETE
427,9595,2023-02-03,completed
428,9003,2025-04-16,Cancelled
429,4508,2023-02-11,Cancelled
430,3493,2022-05-08,Completed
431,4926,2025-04-30,Cancelled
432,1134,2025-03-30,Completed
433,4866,2022-04-20,COMPLETE
434,7770,2022-02-02,Cancelled
435,8761,2023-07-23,COMPLETE
436,3001,2024-11-29,completed
437,9514,2025-03-18,Cancelled
438,7667,2023-08-01,Cancelled
439,6705,2025-01-04,COMPLETE
440,7366,2022-04-09,completed
441,6633,2024-08-27,COMPLETE
442,1768,2022-11-09,Completed
443,2075,2025-01-14,COMPLETE
444,1142,2022-12-16,COMPLETE
445,1078,2025-01-07,COMPLETE
446,4600,2025-03-29,Completed
447,6121,2023-02-27,completed
448,8344,2025-08-05,Cancelled
449,4833,2023-10-30,Completed
450,8671,2023-12-07,completed
451,1686,2022-02-10,Cancelled
452,3492,2023-05-10,COMPLETE
453,1372,2022-01-14,Completed
454,5460,2025-02-12,COMPLETE
455,3424,2024-05-27,Completed
456,9889,2022-02-25,Completed
457,3977,2022-01-11,COMPLETE
458,1399,2023-09-26,Completed
459,5362,2024-08-25,completed
460,1402,2024-04-05,COMPLETE
461,9901,2024-01-30,completed
462,1413,2024-08-02,COMPLETE
463,6431,2023-07-05,Cancelled
464,3231,2024-04-06,Cancelled
465,7522,2024-01-14,COMPLETE
466,5850,2024-05-27,Cancelled
467,6057,2024-11-07,COMPLETE
468,4723,2022-06-29,COMPLETE
469,8110,2022-12-30,COMPLETE
470,1265,2022-08-02,completed
471,2260,2024-10-24,Cancelled
472,363,2024-09-29,completed
473,6277,2025-08-06,Cancelled
474,9725,2022-09-15,Cancelled
475,6421,2024-01-22,Completed
476,5385,2025-09-30,completed
477,6749,2023-03-02,Cancelled
478,9576,2023-01-31,Cancelled
479,7832,2023-06-21,Cancelled
480,667,2024-09-24,COMPLETE
481,2813,2025-06-11,COMPLETE
482,2476,2022-07-14,COMPLETE
483,6974,2024-08-12,completed
484,3101,2023-11-30,Completed
485,3402,2023-06-24,completed
486,5016,2025-01-03,completed
487,2552,2025-02-21,Completed
488,2152,2022-09-22,Cancelled
489,6638,2023-12-19,Cancelled
490,388,2024-02-04,completed
491,5865,2024-11-22,COMPLETE
492,3162,2023-06-17,completed
493,2381,2022-04-29,Completed
494,8569,2024-12-02,Cancelled
495,4336,2025-12-06,COMPLETE
496,1281,2025-03-15,Completed
497,744,2025-02-20,completed
498,7357,2022-03-10,completed
499,3487,2022-02-10,Cancelled
500,8024,2022-10-27,completed
501,1069,2025-12-29,Completed
502,9201,2022-12-20,completed
503,6972,2022-02-28,Cancelled
504,7527,2025-08-13,completed
505,8535,2022-06-03,completed
506,631,2025-10-27,Completed
507,298,2025-08-05,Completed
508,8149,2022-04-12,COMPLETE
509,8890,2023-11-28,COMPLETE
510,5317,2023-02-24,COMPLETE
511,1506,2022-04-17,Completed
512,2826,2024-11-12,COMPLETE
513,8571,2025-02-26,Cancelled
514,8898,2022-02-23,COMPLETE
515,2415,2024-01-08,COMPLETE
516,5657,2025-02-01,Completed
517,8963,2022-09-04,COMPLETE
518,9287,2022-08-09,completed
519,5148,2023-08-19,completed
520,4445,2023-02-02,completed
521,7548,2023-02-11,Cancelled
522,9424,2023-03-24,COMPLETE
523,1447,2023-04-28,COMPLETE
524,2403,2024-04-16,Completed
525,5643,2022-10-25,Cancelled
526,1827,2024-02-25,Cancelled
527,7919,2023-06-17,Completed
528,3848,2024-01-08,COMPLETE
529,1093,2022-02-26,COMPLETE
530,4678,2024-03-13,Completed
531,1721,2022-11-13,Cancelled
532,883,2024-05-14,Completed
533,124,2023-03-28,COMPLETE
534,3491,2023-09-04,Completed
535,5798,2022-05-11,Cancelled
536,603,2023-09-23,Completed
537,3832,2023-03-25,completed
538,5461,2024-02-08,completed
539,8497,2022-07-03,COMPLETE
540,6947,2023-05-13,completed
541,3229,2022-08-24,COMPLETE
542,9444,2023-02-11,Cancelled
543,9129,2025-10-25,COMPLETE
544,6509,2023-10-28,Completed
545,2314,2024-01-26,Completed
546,3290,2025-08-13,Completed
547,6997,2022-03-16,completed
548,4845,2023-09-09,Cancelled
549,2199,2025-03-31,Cancelled
550,8878,2022-12-12,completed
551,4236,2025-06-15,COMPLETE
552,8247,2024-12-23,completed
553,3213,2022-05-13,COMPLETE
554,4170,2024-08-31,Cancelled
555,3207,2022-08-25,COMPLETE
556,642,2022-10-07,Completed
557,4840,2025-10-24,completed
558,6170,2025-05-05,Cancelled
559,7656,2022-09-05,completed
560,62,2025-03-15,Completed
561,1224,2025-02-15,completed
562,493,2025-04-05,COMPLETE
563,6823,2024-12-18,Cancelled
564,6612,2025-12-03,Cancelled
565,1140,2024-09-27,Completed
566,5491,2024-08-31,COMPLETE
567,6795,2022-06-19,Completed
568,1256,2025-11-28,Completed
569,2496,2023-04-30,completed
570,3286,2025-06-11,completed
571,2256,2024-06-13,Cancelled
572,9194,2024-01-08,Completed
573,1126,2024-10-28,COMPLETE
574,3882,2025-06-22,Completed
575,4106,2022-09-29,Cancelled
576,1147,2022-07-20,Cancelled
577,787,2024-05-26,Cancelled
578,259,2024-01-24,COMPLETE
579,3850,2024-08-20,Cancelled
580,6431,2022-08-26,Cancelled
581,6175,2022-09-20,completed
582,4617,2025-10-19,completed
583,8181,2025-06-04,Cancelled
584,716,2022-01-17,Completed
585,1644,2024-01-03,completed
586,124,2023-02-19,completed
587,1774,2025-06-16,Completed
588,9114,2022-12-09,completed
589,2178,2025-06-03,Cancelled
590,6890,2024-09-19,COMPLETE
591,1504,2025-10-06,COMPLETE
592,5662,2023-06-10,completed
593,7095,2022-07-04,Completed
594,2125,2023-12-15,Completed
595,3255,2024-09-05,COMPLETE
596,2414,2022-09-09,COMPLETE
597,4388,2024-09-27,COMPLETE
598,6090,2023-09-02,Cancelled
599,5834,2025-04-19,Completed
600,157,2022-05-24,completed
601,9316,2024-03-31,Cancelled
602,5004,2024-02-01,COMPLETE
603,5754,2025-10-29,completed
604,918,2022-04-20,Cancelled
605,6254,2023-05-07,Cancelled
606,1703,2025-05-08,Cancelled
607,1666,2022-11-09,COMPLETE
608,5390,2023-02-27,Cancelled
609,7164,2024-12-25,Cancelled
610,5808,2022-06-28,completed
611,2112,2023-12-26,completed
612,3715,2025-09-23,Cancelled
613,6984,2022-07-09,COMPLETE
614,5111,2023-02-17,completed
615,2398,2022-01-08,Cancelled
616,5455,2025-03-17,Completed
617,1556,2023-09-23,Completed
618,4503,2025-02-25,completed
619,344,2022-07-20,Cancelled
620,1545,2025-08-02,Completed
621,3997,2024-03-29,Completed
622,6849,2022-05-28,completed
623,8231,2024-03-16,Cancelled
624,4383,2022-09-08,COMPLETE
625,8047,2022-08-03,completed
626,4987,2025-02-17,Cancelled
627,3424,2024-08-18,Completed
628,9221,2023-10-08,completed
629,236,2022-06-21,Completed
630,7994,2022-05-09,Cancelled
631,9161,2024-08-18,Completed
632,5225,2022-03-19,completed
633,1231,2023-01-23,Cancelled
634,239,2025-08-15,COMPLETE
635,4925,2023-04-24,completed
636,52,2022-01-25,Cancelled
637,9573,2025-10-01,COMPLETE
638,1057,2023-01-19,COMPLETE
639,8214,2022-09-25,Cancelled
640,8499,2025-05-18,Cancelled
641,7610,2024-03-16,Cancelled
642,2610,2025-02-04,COMPLETE
643,3601,2024-04-03,Cancelled
644,1966,2022-09-15,COMPLETE
645,6533,2023-06-08,completed
646,3579,2023-12-06,COMPLETE
647,5562,2024-04-30,completed
648,2544,2024-07-31,Completed
649,505,2025-06-27,completed
650,8329,2023-09-11,COMPLETE
651,5085,2024-04-04,Completed
652,9495,2022-06-16,Cancelled
653,4015,2022-04-26,Cancelled
654,6308,2024-07-31,Cancelled
655,3615,2022-11-21,COMPLETE
656,5143,2024-05-02,Completed
657,6072,2025-06-22,completed
658,4807,2023-12-07,Cancelled
659,507,2022-06-16,completed
660,9726,2023-11-27,completed
661,4004,2022-01-31,Completed
662,8900,2025-11-13,completed
663,9816,2022-09-15,Completed
664,7612,2023-07-22,completed
665,1708,2024-12-07,Completed
666,8494,2025-12-30,COMPLETE
667,2445,2022-02-09,completed
668,8510,2023-06-27,Cancelled
669,5907,2024-08-08,Cancelled
670,2956,2022-02-28,Cancelled
671,2928,2022-06-09,completed
672,858,2022-01-29,Completed
673,2721,2023-09-06,Cancelled
674,3023,2025-05-17,Cancelled
675,8869,2023-04-25,completed
676,379,2025-11-02,Completed
677,8409,2022-08-19,Cancelled
678,6059,2025-05-28,Completed
679,7419,2023-08-19,Completed
680,4964,2025-05-18,Cancelled
681,4852,2023-10-17,COMPLETE
682,2990,2022-10-22,Completed
683,3831,2023-07-06,completed
684,5404,2025-11-14,COMPLETE
685,9699,2023-11-08,COMPLETE
686,6851,2023-04-28,COMPLETE
687,9483,2023-03-11,COMPLETE
688,1940,2024-06-28,Completed
689,4695,2022-12-29,COMPLETE
690,7326,2023-08-07,COMPLETE
691,7716,2023-11-04,COMPLETE
692,8428,2023-03-07,COMPLETE
693,9976,2024-03-07,Completed
694,7628,2023-10-18,Completed
695,4196,2023-03-15,Completed
696,2787,2022-08-25,Completed
697,1378,2022-09-16,COMPLETE
698,2756,2023-02-25,completed
699,2084,2022-05-10,COMPLETE
700,4410,2022-12-30,Completed
701,6571,2022-11-22,COMPLETE
702,4613,2025-04-29,Completed
703,6108,2022-12-18,Completed
704,4105,2025-08-31,Cancelled
705,3550,2024-12-18,Cancelled
706,4153,2025-08-02,completed
707,7658,2022-08-06,Completed
708,5479,2023-02-04,completed
709,2642,2024-01-11,completed
710,5026,2023-04-15,completed
711,7765,2025-09-18,completed
712,2113,2023-06-05,COMPLETE
713,3501,2025-09-10,COMPLETE
714,5988,2025-04-30,Cancelled
715,7625,2024-12-08,Cancelled
716,9202,2025-12-01,completed
717,1630,2025-10-02,COMPLETE
718,9042,2022-06-18,COMPLETE
719,7362,2024-03-24,Cancelled
720,6261,2025-05-04,completed
721,6923,2025-04-15,completed
722,7167,2023-06-13,Cancelled
723,479,2022-04-30,Completed
724,1311,2025-07-05,COMPLETE
725,2144,2024-08-23,Cancelled
726,414,2024-12-25,Completed
727,9849,2025-01-12,Cancelled
728,3937,2023-10-12,Cancelled
729,8188,2025-01-04,completed
730,1395,2024-05-14,Cancelled
731,2624,2022-11-24,Completed
732,2291,2022-05-16,COMPLETE
733,639,2025-08-13,completed
734,353,2024-01-01,Cancelled
735,140,2025-09-25,Completed
736,8444,2025-10-08,COMPLETE
737,8861,2023-07-04,completed
738,3843,2025-10-01,COMPLETE
739,8509,2025-10-27,COMPLETE
740,4019,2024-09-03,COMPLETE
741,2927,2024-12-27,COMPLETE
742,6893,2024-03-11,Cancelled
743,7243,2023-11-29,completed
744,1053,2025-09-23,Completed
745,3564,2022-12-08,completed
746,9316,2022-04-24,Completed
747,1344,2025-06-22,completed
748,570,2023-04-18,Completed
749,7691,2025-02-10,Completed
750,3917,2024-09-04,completed
751,9193,2023-07-06,COMPLETE
752,2924,2022-08-11,COMPLETE
753,4546,2025-04-11,COMPLETE
754,3926,2025-11-09,completed
755,3253,2023-03-18,completed
756,7559,2025-04-10,COMPLETE
757,3393,2023-05-23,COMPLETE
758,2618,2023-02-23,Completed
759,5936,2022-07-11,COMPLETE
760,4356,2024-09-18,Completed
761,2014,2025-10-27,completed
762,1928,2025-06-14,COMPLETE
763,5333,2024-08-28,completed
764,6259,2025-11-21,COMPLETE
765,4548,2025-01-03,Completed
766,6916,2024-05-04,completed
767,3720,2023-09-03,Completed
768,9744,2024-07-24,Cancelled
769,1683,2025-09-21,Completed
770,385,2024-12-10,completed
771,4709,2023-09-11,COMPLETE
772,3037,2022-09-12,completed
773,7024,2025-08-12,completed
774,4653,2023-01-26,Completed
775,4446,2022-08-24,Completed
776,390,2023-09-24,completed
777,2919,2025-12-14,COMPLETE
778,2114,2025-03-15,COMPLETE
779,1143,2024-01-18,Completed
780,746,2024-03-02,Completed
781,6152,2022-08-22,COMPLETE
782,1731,2024-01-12,COMPLETE
783,4386,2022-06-08,completed
784,4124,2023-05-02,Cancelled
785,3231,2024-08-08,Cancelled
786,2515,2023-12-22,Completed
787,1770,2024-06-27,Completed
788,8300,2024-08-14,Completed
789,2487,2024-01-12,Cancelled
790,4299,2023-06-23,Cancelled
791,8969,2022-03-31,COMPLETE
792,7993,2024-03-19,Completed
793,6445,2024-03-21,completed
794,6022,2025-03-20,completed
795,6047,2024-06-25,Cancelled
796,8630,2024-02-02,COMPLETE
797,9227,2022-01-19,Cancelled
798,837,2024-09-16,Completed
799,4703,2023-01-11,Cancelled
800,642,2025-11-15,Cancelled
801,3175,2025-05-21,completed
802,1809,2025-10-22,COMPLETE
803,7654,2022-04-02,Cancelled
804,6254,2025-10-23,COMPLETE
805,3876,2022-08-19,Cancelled
806,8835,2022-06-02,completed
807,8895,2022-08-03,completed
808,2849,2024-09-18,COMPLETE
809,3613,2023-06-09,completed
810,7063,2025-06-27,Cancelled
811,9915,2022-05-08,Completed
812,9041,2025-03-12,Cancelled
813,2555,2025-09-21,Cancelled
814,6321,2025-08-15,completed
815,1463,2024-02-05,Cancelled
816,5963,2025-10-30,completed
817,6812,2025-02-12,completed
818,511,2022-02-01,COMPLETE
819,2157,2024-03-11,Cancelled
820,2920,2022-10-07,Cancelled
821,5192,2024-06-18,Completed
822,6633,2023-05-28,COMPLETE
823,8925,2023-07-29,Completed
824,1238,2025-08-04,COMPLETE
