product_id,product_name,category_id,supplier_id,unit_price
202,Product_202,16,112,572.92
203,Product_203,3,178,824.82
204,Product_204,4,186,1311.85
205,Product_205,4,52,524.63
206,Product_206,4,23,113.22
207,Product_207,16,30,1199.41
208,Product_208,9,70,834.76
209,Product_209,6,71,676.85
210,Product_210,10,111,279.08
211,Product_211,4,158,143.81
212,Product_212,12,37,421.71
213,Product_213,10,48,1079.76
214,Product_214,12,160,620.6
215,Product_215,19,70,857.49
216,Product_216,19,35,127.66
217,Product_217,1,68,189.25
218,Product_218,4,160,21.9
219,Product_219,13,59,1011.56
220,Product_220,8,118,400.36
221,Product_221,14,163,1450.56
222,Product_222,16,112,466.14
223,Product_223,2,144,548.61
224,Product_224,8,119,706.89
225,Product_225,13,115,482.12
226,Product_226,1,105,1227.08
227,Product_227,12,180,1314.93
228,Product_228,17,66,21.5
229,Product_229,7,6,983.72
230,Product_230,16,14,1030.7
231,Product_231,14,157,1442.33
232,Product_232,10,106,558.75
233,Product_233,3,154,296.94
234,Product_234,12,18,783.27
235,Product_235,8,4,674.1
236,Product_236,16,57,1188.64
237,Product_237,1,119,1356.44
238,Product_238,17,53,134.63
239,Product_239,6,102,1270.64
240,Product_240,1,25,1363.91
241,Product_241,15,175,1386.58
242,Product_242,13,180,1147.64
243,Product_243,6,162,1114.41
244,Product_244,13,144,27.27
245,Product_245,4,94,1380.69
246,Product_246,1,127,530.5
247,Product_247,10,124,66.48
248,Product_248,4,36,622.4
249,Product_249,13,156,1100.61
250,Product_250,4,193,665.72
251,Product_251,16,72,1138.23
252,Product_252,9,53,766.57
253,Product_253,4,170,452.64
254,Product_254,20,79,308.35
255,Product_255,8,98,634.55
256,Product_256,4,147,58.53
257,Product_257,9,44,636.7
258,Product_258,11,30,107.59
259,Product_259,5,74,1316.12
260,Product_260,9,172,865.34
261,Product_261,8,117,970.83
262,Product_262,4,155,436.85
263,Product_263,20,84,342.6
264,Product_264,1,73,1063.32
265,Product_265,20,34,1008.99
266,Product_266,13,127,188.4
267,Product_267,5,85,361.77
268,Product_268,20,152,1420.13
269,Product_269,10,56,459.75
270,Product_270,16,7,43.62
271,Product_271,8,196,100.35
272,Product_272,12,51,1164.36
273,Product_273,3,136,1136.95
274,Product_274,4,184,575.83
275,Product_275,17,58,234.04
276,Product_276,20,85,749.67
277,Product_277,13,69,501.17
278,Product_278,6,8,564.08
279,Product_279,3,194,395.17
280,Product_280,14,152,98.97
281,Product_281,7,170,1187.78
282,Product_282,3,54,929.24
283,Product_283,6,144,1252.78
284,Product_284,13,132,757.29
285,Product_285,14,59,1477.56
286,Product_286,15,94,1443.97
287,Product_287,16,46,411.32
288,Product_288,1,94,583.53
289,Product_289,15,99,1130.3
290,Product_290,7,13,1166.02
291,Product_291,9,37,1366.5
292,Product_292,15,182,980.69
293,Product_293,14,177,715.31
294,Product_294,19,75,569.59
295,Product_295,18,58,631.67
296,Product_296,9,19,1276.36
297,Product_297,1,146,1470.11
298,Product_298,12,188,82.6
299,Product_299,10,145,872.47
300,Product_300,7,139,782.48
301,Product_301,14,143,567.33
302,Product_302,1,200,1278.11
303,Product_303,15,108,865.74
304,Product_304,1,145,473.11
305,Product_305,13,90,668.94
306,Product_306,20,120,538.42
307,Product_307,2,5,647.98
308,Product_308,3,189,111.54
309,Product_309,4,132,172.31
310,Product_310,16,56,937.42
311,Product_311,12,104,1027.68
312,Product_312,4,48,956.75
313,Product_313,12,48,1145.8
314,Product_314,7,163,1415.58
315,Product_315,20,109,1291.62
316,Product_316,3,161,630.67
317,Product_317,5,100,330.23
318,Product_318,12,21,471.22
319,Product_319,12,102,883.67
320,Product_320,20,5,1285.03
321,Product_321,7,192,1054.08
322,Product_322,12,197,816.8
323,Product_323,2,149,904.81
324,Product_324,14,89,794.75
325,Product_325,16,74,1457.58
326,Product_326,7,122,1225.06
327,Product_327,4,160,1173.01
328,Product_328,20,146,778.41
329,Product_329,5,58,501.06
330,Product_330,14,98,34.17
331,Product_331,9,79,69.93
332,Product_332,5,152,50.21
333,Product_333,2,5,1470.81
334,Product_334,5,127,176.15
335,Product_335,3,181,217.47
336,Product_336,10,96,728.8
337,Product_337,8,183,724.69
338,Product_338,10,133,1380.36
339,Product_339,2,197,114.93
340,Product_340,14,122,1436.07
341,Product_341,4,169,328.5
342,Product_342,12,98,1455.38
343,Product_343,20,135,814.28
344,Product_344,14,90,979.76
345,Product_345,16,129,477.01
346,Product_346,5,52,919.68
347,Product_347,16,98,1067.69
348,Product_348,4,26,20.5
349,Product_349,3,121,56.17
350,Product_350,1,191,1479.78
351,Product_351,4,12,689.05
352,Product_352,9,70,1404.05
353,Product_353,1,84,1096.2
354,Product_354,16,19,562.59
355,Product_355,3,132,230.51
356,Product_356,6,96,1467.34
357,Product_357,13,5,878.82
358,Product_358,17,121,292.57
359,Product_359,15,128,1024.07
360,Product_360,12,54,142.61
361,Product_361,8,198,1302.72
362,Product_362,16,185,139.76
363,Product_363,3,180,358.11
364,Product_364,4,18,141.69
365,Product_365,7,64,160.16
366,Product_366,15,138,788.13
367,Product_367,11,23,1032.05
368,Product_368,16,120,1183.78
369,Product_369,14,115,1044.11
370,Product_370,13,82,548.42
371,Product_371,9,196,838.15
372,Product_372,18,180,1391.86
373,Product_373,3,96,584.43
374,Product_374,20,175,382.34
375,Product_375,5,198,781.38
376,Product_376,2,26,449.52
377,Product_377,17,198,396.42
378,Product_378,16,99,1169.31
379,Product_379,20,171,1336.8
380,Product_380,13,197,755.96
381,Product_381,20,191,1170.78
382,Product_382,11,66,284.7
383,Product_383,8,104,823.73
384,Product_384,5,191,956.12
385,Product_385,2,141,738.54
386,Product_386,4,179,179.74
387,Product_387,3,5,1102.48
388,Product_388,2,175,1259.42
389,Product_389,3,164,954.66
390,Product_390,16,164,257.9
391,Product_391,20,178,116.46
392,Product_392,9,184,455.9
393,Product_393,6,19,60.3
394,Product_394,15,20,1259.63
395,Product_395,5,150,1056.08
396,Product_396,9,31,847.71
397,Product_397,6,105,1335.0
398,Product_398,3,190,169.59
399,Product_399,13,44,1073.12
400,Product_400,15,196,224.22
401,Product_401,11,195,96.08
402,Product_402,16,101,203.69
403,Product_403,15,89,1426.66
404,Product_404,6,49,663.45
405,Product_405,14,59,78.25
406,Product_406,11,132,877.53
407,Product_407,20,117,303.57
408,Product_408,10,167,15.22
409,Product_409,16,135,1138.79
410,Product_410,12,199,236.52
411,Product_411,7,177,1414.02
412,Product_412,7,89,891.24
413,Product_413,18,15,135.06
414,Product_414,15,7,330.65
415,Product_415,6,175,918.21
416,Product_416,19,116,510.48
417,Product_417,8,196,800.55
418,Product_418,20,98,1200.27
419,Product_419,15,118,1189.94
420,Product_420,4,173,1048.49
421,Product_421,18,108,1329.65
422,Product_422,13,106,303.04
423,Product_423,1,147,269.98
424,Product_424,8,47,1200.03
425,Product_425,19,53,484.73
426,Product_426,17,155,770.71
427,Product_427,10,133,1117.21
428,Product_428,1,60,596.92
429,Product_429,1,77,199.59
430,Product_430,5,62,1020.79
431,Product_431,1,59,1226.65
432,Product_432,20,189,24.13
433,Product_433,13,56,846.02
434,Product_434,9,78,706.76
435,Product_435,16,47,393.1
436,Product_436,8,176,245.74
437,Product_437,14,138,286.12
438,Product_438,17,160,1088.83
439,Product_439,4,193,806.61
440,Product_440,7,24,1471.83
441,Product_441,17,29,368.63
442,Product_442,16,135,1435.57
443,Product_443,14,95,775.09
444,Product_444,16,145,223.31
445,Product_445,2,94,226.53
446,Product_446,15,25,914.81
447,Product_447,11,36,1247.98
448,Product_448,13,189,1122.83
449,Product_449,4,71,985.16
450,Product_450,1,163,262.3
451,Product_451,15,120,166.97
452,Product_452,12,50,5.37
453,Product_453,9,184,157.18
454,Product_454,7,128,1150.72
455,Product_455,3,193,1343.4
456,Product_456,16,41,364.32
457,Product_457,4,25,1193.37
458,Product_458,14,162,302.28
459,Product_459,13,136,377.66
460,Product_460,20,56,340.12
461,Product_461,19,84,82.34
462,Product_462,2,158,295.12
463,Product_463,10,68,563.45
464,Product_464,19,21,611.18
465,Product_465,15,91,467.65
466,Product_466,7,10,774.51
467,Product_467,15,87,570.11
468,Product_468,17,33,1455.7
469,Product_469,16,105,1211.99
470,Product_470,17,83,1396.81
471,Product_471,16,4,838.35
472,Product_472,18,23,1019.12
473,Product_473,17,197,254.18
474,Product_474,4,53,1130.41
475,Product_475,2,113,357.78
476,Product_476,17,133,223.02
477,Product_477,17,18,67.58
478,Product_478,2,17,710.98
479,Product_479,2,186,433.75
480,Product_480,15,195,1480.16
481,Product_481,16,107,378.5
482,Product_482,11,113,1300.48
483,Product_483,2,122,478.08
484,Product_484,8,200,1124.94
485,Product_485,12,184,991.46
486,Product_486,14,168,844.87
487,Product_487,14,87,628.15
488,Product_488,12,2,1008.3
489,Product_489,2,121,613.88
490,Product_490,14,103,824.41
491,Product_491,12,149,886.75
492,Product_492,9,180,404.7
493,Product_493,8,152,512.91
494,Product_494,20,53,31.98
495,Product_495,16,166,1278.98
496,Product_496,10,148,1135.19
497,Product_497,7,50,279.38
498,Product_498,15,167,546.26
499,Product_499,9,60,634.5
500,Product_500,4,114,504.9
501,Product_501,6,108,1198.37
502,Product_502,12,39,1089.5
503,Product_503,15,71,1151.9
504,Product_504,19,128,1356.67
505,Product_505,2,33,894.75
506,Product_506,19,157,923.73
507,Product_507,20,74,1084.29
508,Product_508,20,10,1023.44
509,Product_509,2,195,1305.37
510,Product_510,15,131,1156.45
511,Product_511,12,109,185.09
512,Product_512,1,159,1392.9
513,Product_513,14,27,1026.23
514,Product_514,4,198,195.08
515,Product_515,11,27,1159.1
516,Product_516,7,111,540.83
517,Product_517,13,9,1209.94
518,Product_518,14,6,1433.33
519,Product_519,7,134,386.59
520,Product_520,11,26,1286.83
521,Product_521,20,43,1161.47
522,Product_522,20,19,1008.42
523,Product_523,11,16,580.46
524,Product_524,9,105,169.24
525,Product_525,4,23,728.43
526,Product_526,2,157,162.97
527,Product_527,2,166,752.72
528,Product_528,9,59,1231.34
529,Product_529,19,48,1496.47
530,Product_530,15,148,301.02
531,Product_531,18,21,315.75
532,Product_532,16,156,1217.27
533,Product_533,2,178,706.24
534,Product_534,12,33,1374.13
535,Product_535,1,114,1154.65
536,Product_536,2,40,1105.96
537,Product_537,14,182,157.42
538,Product_538,7,10,58.63
539,Product_539,17,162,478.56
540,Product_540,15,73,329.86
541,Product_541,17,36,1069.9
542,Product_542,9,75,678.85
543,Product_543,13,135,787.1
544,Product_544,2,115,1221.54
545,Product_545,15,16,720.36
546,Product_546,20,179,819.66
547,Product_547,11,189,1264.27
548,Product_548,19,159,649.85
549,Product_549,14,160,129.27
550,Product_550,4,45,784.95
551,Product_551,11,27,871.15
552,Product_552,16,22,770.14
553,Product_553,2,143,390.78
554,Product_554,2,8,339.42
555,Product_555,9,196,557.79
556,Product_556,4,116,253.51
557,Product_557,8,136,1000.71
558,Product_558,18,87,923.94
559,Product_559,15,117,950.43
560,Product_560,2,16,341.07
561,Product_561,11,176,373.56
562,Product_562,17,162,1182.15
563,Product_563,7,113,1036.72
564,Product_564,8,57,1313.39
565,Product_565,10,133,608.24
566,Product_566,3,44,823.26
567,Product_567,13,71,1109.47
568,Product_568,17,37,1461.36
569,Product_569,13,124,1484.5
570,Product_570,19,28,1498.77
571,Product_571,9,68,1336.34
572,Product_572,16,113,961.28
573,Product_573,5,166,15.42
574,Product_574,9,46,1050.82
575,Product_575,9,100,361.71
576,Product_576,6,26,90.46
577,Product_577,10,75,1047.29
578,Product_578,18,181,1135.24
579,Product_579,11,191,990.85
580,Product_580,15,112,550.93
581,Product_581,7,63,768.95
582,Product_582,14,112,1402.75
583,Product_583,8,166,1095.77
584,Product_584,19,143,759.5
585,Product_585,15,99,892.21
586,Product_586,19,9,1391.89
587,Product_587,18,75,593.7
588,Product_588,17,22,157.26
589,Product_589,3,198,492.11
590,Product_590,3,184,625.72
591,Product_591,7,37,413.08
592,Product_592,10,57,795.81
593,Product_593,17,188,460.76
594,Product_594,15,114,159.25
595,Product_595,8,140,286.16
596,Product_596,17,135,1377.64
597,Product_597,3,194,946.25
598,Product_598,4,103,474.89
599,Product_599,8,41,553.54
600,Product_600,13,152,742.61
601,Product_601,1,153,1011.33
602,Product_602,18,190,875.36
603,Product_603,11,105,1399.38
604,Product_604,6,106,940.49
605,Product_605,16,44,1366.63
606,Product_606,19,130,13.12
607,Product_607,17,170,1336.39
608,Product_608,18,161,1083.58
609,Product_609,11,145,262.43
610,Product_610,14,122,398.24
611,Product_611,12,191,816.5
612,Product_612,20,150,191.78
613,Product_613,7,1,1179.13
614,Product_614,17,94,1187.8
615,Product_615,5,198,454.92
616,Product_616,14,182,109.38
617,Product_617,13,14,1483.33
618,Product_618,12,100,379.84
619,Product_619,14,102,106.0
620,Product_620,9,53,498.3
621,Product_621,4,6,1453.66
622,Product_622,19,90,1190.43
623,Product_623,1,64,723.1
624,Product_624,13,88,461.47
625,Product_625,6,33,637.84
626,Product_626,1,72,30.96
627,Product_627,17,44,1078.96
628,Product_628,3,107,153.97
629,Product_629,17,34,780.96
630,Product_630,2,162,850.94
631,Product_631,7,152,7.53
632,Product_632,1,2,1469.92
633,Product_633,15,136,456.7
634,Product_634,4,117,120.45
635,Product_635,6,153,1282.31
636,Product_636,13,121,232.17
637,Product_637,13,32,42.31
638,Product_638,20,56,744.56
639,Product_639,1,94,199.23
640,Product_640,2,7,1473.72
641,Product_641,6,176,20.56
642,Product_642,11,88,81.54
643,Product_643,18,182,1250.76
644,Product_644,13,191,363.43
645,Product_645,12,130,1367.84
646,Product_646,20,35,470.15
647,Product_647,7,98,109.33
648,Product_648,20,22,20.83
649,Product_649,7,192,427.44
650,Product_650,7,59,713.23
651,Product_651,2,177,6.52
652,Product_652,11,52,873.76
653,Product_653,1,149,503.82
654,Product_654,13,140,588.28
655,Product_655,12,11,395.81
656,Product_656,13,182,795.92
657,Product_657,7,122,349.03
658,Product_658,12,198,206.56
659,Product_659,17,14,1336.52
660,Product_660,8,33,588.88
661,Product_661,3,102,120.01
662,Product_662,7,77,349.33
663,Product_663,19,26,468.36
664,Product_664,20,142,1155.62
665,Product_665,8,176,38.27
666,Product_666,14,65,719.98
667,Product_667,14,46,614.5
668,Product_668,2,127,1452.76
669,Product_669,6,183,274.21
670,Product_670,16,94,943.67
671,Product_671,9,74,307.28
672,Product_672,15,128,824.89
673,Product_673,19,74,834.82
674,Product_674,15,196,117.64
675,Product_675,12,140,687.39
676,Product_676,9,182,694.43
677,Product_677,16,192,482.11
678,Product_678,6,102,419.35
679,Product_679,20,47,340.33
680,Product_680,15,165,13.88
681,Product_681,13,169,7.72
682,Product_682,10,27,886.73
683,Product_683,14,170,440.74
684,Product_684,3,86,255.99
685,Product_685,12,68,1028.68
686,Product_686,1,157,795.71
687,Product_687,16,164,1372.86
688,Product_688,10,109,1247.37
689,Product_689,9,57,1091.46
690,Product_690,18,140,194.24
691,Product_691,1,173,1000.8
692,Product_692,10,148,1042.42
693,Product_693,7,45,1146.18
694,Product_694,10,23,398.38
695,Product_695,12,190,962.24
696,Product_696,11,34,929.33
697,Product_697,9,21,581.04
698,Product_698,5,179,996.94
699,Product_699,4,137,134.61
700,Product_700,20,113,967.04
701,Product_701,13,10,910.99
702,Product_702,8,52,319.88
703,Product_703,16,45,1228.23
704,Product_704,1,180,1312.25
705,Product_705,17,30,319.67
706,Product_706,15,192,118.56
707,Product_707,15,130,907.35
708,Product_708,18,177,722.48
709,Product_709,6,96,644.25
710,Product_710,2,173,1142.71
711,Product_711,5,17,1454.65
712,Product_712,19,28,719.11
713,Product_713,7,126,14.2
714,Product_714,9,45,896.42
715,Product_715,2,17,982.68
716,Product_716,7,187,1242.89
717,Product_717,14,142,303.11
718,Product_718,15,116,788.87
719,Product_719,12,138,673.46
720,Product_720,20,81,998.34
721,Product_721,4,18,100.59
722,Product_722,13,35,1326.6
723,Product_723,9,176,769.18
724,Product_724,12,58,1316.18
725,Product_725,10,115,513.65
726,Product_726,9,18,982.02
727,Product_727,7,180,1435.3
728,Product_728,12,158,1415.35
729,Product_729,16,37,1416.43
730,Product_730,15,40,69.21
731,Product_731,7,6,607.51
732,Product_732,8,79,95.87
733,Product_733,7,163,467.67
734,Product_734,11,154,265.99
735,Product_735,4,105,932.11
736,Product_736,18,91,1172.22
737,Product_737,19,158,772.45
738,Product_738,7,75,1194.23
739,Product_739,13,116,24.16
740,Product_740,9,152,1231.61
741,Product_741,18,122,271.65
742,Product_742,7,55,694.1
743,Product_743,20,9,666.67
744,Product_744,16,106,1310.37
745,Product_745,5,62,1449.14
746,Product_746,7,111,386.41
747,Product_747,6,146,105.78
748,Product_748,2,51,977.53
749,Product_749,7,103,756.75
750,Product_750,9,19,850.73
751,Product_751,13,69,74.17
752,Product_752,17,117,1164.09
753,Product_753,17,82,352.37
754,Product_754,15,123,505.73
755,Product_755,18,33,346.39
756,Product_756,15,108,1419.19
757,Product_757,11,166,257.24
758,Product_758,12,13,1099.82
759,Product_759,17,177,372.39
760,Product_760,12,73,640.25
761,Product_761,7,90,1494.11
762,Product_762,7,181,155.36
763,Product_763,10,129,1322.63
764,Product_764,16,12,1419.34
765,Product_765,11,152,1048.85
766,Product_766,16,129,19.89
767,Product_767,2,68,1232.09
768,Product_768,2,135,1324.0
769,Product_769,18,116,1471.5
770,Product_770,5,92,1259.78
771,Product_771,14,197,671.15
772,Product_772,8,39,1034.53
773,Product_773,6,32,730.27
774,Product_774,9,177,532.76
775,Product_775,6,159,941.51
776,Product_776,17,108,1155.9
777,Product_777,8,79,955.67
778,Product_778,3,3,1240.73
779,Product_779,12,110,268.68
780,Product_780,13,175,563.67
781,Product_781,18,111,472.32
782,Product_782,11,15,295.22
783,Product_783,2,51,667.55
784,Product_784,14,107,1422.07
785,Product_785,1,21,809.32
786,Product_786,15,41,433.18
787,Product_787,18,120,534.32
788,Product_788,18,3,921.55
789,Product_789,17,129,532.36
790,Product_790,1,149,809.83
791,Product_791,14,80,414.87
792,Product_792,20,99,522.17
793,Product_793,16,149,1060.06
794,Product_794,4,105,879.0
795,Product_795,6,95,144.76
796,Product_796,16,177,1459.91
797,Product_797,20,65,78.76
798,Product_798,6,41,128.99
799,Product_799,15,67,1053.57
800,Product_800,1,124,1063.49
801,Product_801,7,42,33.31
802,Product_802,11,69,965.92
803,Product_803,1,185,54.72
804,Product_804,8,171,1441.35
805,Product_805,14,101,1045.73
806,Product_806,5,140,283.93
807,Product_807,13,64,241.37
808,Product_808,15,108,856.65
809,Product_809,9,51,952.11
810,Product_810,8,73,1247.7
811,Product_811,19,60,1355.47
812,Product_812,17,199,591.84
813,Product_813,19,80,1266.91
814,Product_814,18,156,815.86
815,Product_815,18,124,708.52
816,Product_816,4,199,1049.96
817,Product_817,2,14,159.28
818,Product_818,5,160,401.75
819,Product_819,17,8,1226.06
820,Product_820,7,27,758.6
821,Product_821,16,50,1362.52
822,Product_822,1,187,137.61
823,Product_823,12,57,473.55
824,Product_824,19,3,536.55
825,Product_825,9,155,636.97
826,Product_826,16,34,1480.3
827,Product_827,7,26,469.44
828,Product_828,15,168,780.43
829,Product_829,12,115,806.43
830,Product_830,4,86,1157.34
831,Product_831,6,160,779.21
832,Product_832,6,169,910.58
833,Product_833,15,130,1131.23
834,Product_834,3,111,156.19
835,Product_835,2,200,1445.39
836,Product_836,5,106,1270.22
837,Product_837,8,135,586.22
838,Product_838,19,19,1093.98
839,Product_839,16,33,1144.68
840,Product_840,19,2,1276.12
841,Product_841,16,195,286.53
842,Product_842,6,15,1057.04
843,Product_843,1,21,54.84
844,Product_844,18,78,177.79
845,Product_845,8,59,1165.22
846,Product_846,5,104,1220.44
847,Product_847,12,82,890.69
848,Product_848,18,118,874.62
849,Product_849,5,113,1125.52
850,Product_850,13,39,1359.6
851,Product_851,12,20,634.57
852,Product_852,16,1,176.66
853,Product_853,14,73,1259.3
854,Product_854,11,9,515.76
855,Product_855,9,51,205.01
856,Product_856,10,166,923.85
857,Product_857,16,15,869.24
858,Product_858,19,84,714.0
859,Product_859,10,41,1290.4
860,Product_860,4,175,411.98
861,Product_861,8,154,24.79
862,Product_862,11,54,488.59
863,Product_863,6,119,19.51
864,Product_864,4,198,817.67
865,Product_865,5,167,570.48
866,Product_866,18,17,1221.84
867,Product_867,3,198,1197.39
868,Product_868,7,128,654.78
869,Product_869,12,92,328.65
870,Product_870,3,9,636.53
871,Product_871,17,46,963.77
872,Product_872,3,134,289.36
873,Product_873,11,196,1160.7
874,Product_874,6,16,499.19
875,Product_875,11,112,1398.6
876,Product_876,4,87,770.25
877,Product_877,17,157,1271.45
878,Product_878,1,169,925.76
879,Product_879,12,196,834.13
880,Product_880,3,62,1024.78
881,Product_881,16,104,1218.18
882,Product_882,3,120,968.54
883,Product_883,14,168,1196.87
884,Product_884,17,190,289.75
885,Product_885,19,152,419.89
886,Product_886,7,134,348.44
887,Product_887,11,40,1198.46
888,Product_888,16,198,133.76
889,Product_889,19,58,1194.82
890,Product_890,5,142,586.62
891,Product_891,1,78,123.86
892,Product_892,10,173,639.52
893,Product_893,18,111,454.25
894,Product_894,10,99,889.97
895,Product_895,1,6,711.43
896,Product_896,13,23,448.68
897,Product_897,4,62,1294.09
898,Product_898,12,17,613.2
899,Product_899,16,84,708.68
900,Product_900,19,112,1270.71
901,Product_901,12,198,138.14
902,Product_902,6,104,587.89
903,Product_903,16,125,607.27
904,Product_904,12,28,746.26
905,Product_905,10,141,163.65
906,Product_906,5,157,158.48
907,Product_907,19,173,627.54
908,Product_908,12,20,54.38
909,Product_909,8,186,386.2
